hoehe_km,g_ref,g_exp2,dg_exp2,g_hybrid,dg_hybrid
0.0,9.81,9.81,0.0,9.81,0.0
1000.0,7.3287751093327,7.339833747988629,0.011058638655929265,7.3287751093327,0.0
3000.0,4.534321832371525,4.525001383429259,-0.009320448942266246,4.534321832371525,0.0
6000.0,2.601804160019429,2.609645280802008,0.007841120782579036,2.601804160019429,0.0
9000.0,1.6853106778596059,1.6763921237937365,-0.008918554065869388,1.6853106778596059,0.0
12000.0,1.1798277947702132,1.1218442709642136,-0.05798352380599958,1.1798277947702132,0.0
