t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,r_m,E_spec
2859.0,-6745695.050831089,-397381.98298040417,-501371.2839501288,723.899124644804,-4739.431150813774,-5979.673923449926,6775963.940545602,-29392872.126208983
2860.0,-6744966.834849391,-402121.1598295925,-507350.63702477864,732.5323732449791,-4738.919514731762,-5979.028399368965,6775963.673108819,-29392872.12620972
2861.0,-6744229.986084599,-406859.82200986764,-513329.3407488668,741.1646853160505,-4738.401813315586,-5978.375222740815,6775963.4025016865,-29392872.12621048
2862.0,-6743484.505478759,-411597.96345622366,-519307.38747026026,749.7960498215396,-4737.878047225665,-5977.714394398716,6775963.128724551,-29392872.12621123
2863.0,-6742730.393984957,-416335.57810431893,-525284.7695376643,758.4264557261708,-4737.348217130155,-5977.045915185669,6775962.851777762,-29392872.126211993
2864.0,-6741967.652567308,-421072.65989048395,-531261.4793006317,767.0558919958867,-4736.812323704946,-5976.369785954439,6775962.571661674,-29392872.12621276
2865.0,-6741196.282200965,-425809.2027517288,-537237.5091095732,775.6843475978607,-4736.270367633666,-5975.686007567547,6775962.288376643,-29392872.12621355
2866.0,-6740416.283872113,-430545.2006257513,-543212.8513157668,784.311811500512,-4735.722349607675,-5974.994580897273,6775962.001923034,-29392872.126214348
2867.0,-6739627.658577965,-435280.6474509442,-549187.4982713677,792.9382726735195,-4735.168270326068,-5974.295506825656,6775961.712301212,-29392872.12621514
2868.0,-6738830.407326765,-440015.5371664034,-555161.4423294181,801.5637200878353,-4734.608130495671,-5973.588786244488,6775961.419511547,-29392872.126215957
2869.0,-6738024.531137789,-444749.86371193547,-561134.6758438568,810.1881427156993,-4734.041930831043,-5972.874420055318,6775961.123554414,-29392872.126216777
2870.0,-6737210.031041333,-449483.62102806545,-567107.1911695288,818.8115295306528,-4733.469672054474,-5972.152409169449,6775960.82443019,-29392872.12621761
2871.0,-6736386.908078727,-454216.8030560444,-573078.9806621956,827.4338695075527,-4732.891354895984,-5971.422754507936,6775960.52213926,-29392872.126218453
2872.0,-6735555.163302319,-458949.4037378574,-579050.0366785446,836.0551516225854,-4732.306980093319,-5970.685457001585,6775960.2166820085,-29392872.126219295
2873.0,-6734714.797775482,-463681.41701623105,-585020.3515761987,844.675364853281,-4731.716548391956,-5969.940517590953,6775959.908058825,-29392872.12622016
2874.0,-6733865.812572612,-468412.83683464135,-590989.9177137265,853.2944981785271,-4731.1200605450995,-5969.1879372263475,6775959.596270108,-29392872.12622101
2875.0,-6733008.2087791255,-473143.6571373213,-596958.7274506515,861.9125405785827,-4730.517517313678,-5968.427716867821,6775959.281316252,-29392872.12622188
2876.0,-6732141.987491456,-477873.8718692687,-602926.773147462,870.5294810350925,-4729.908919466346,-5967.659857485174,6775958.9631976625,-29392872.12622276
2877.0,-6731267.149817056,-482603.474976254,-608894.0471656218,879.1453085311009,-4729.294267779482,-5966.884360057954,6775958.641914745,-29392872.126223646
2878.0,-6730383.696874394,-487332.4604048277,-614860.541867578,887.7600120510656,-4728.673563037189,-5966.101225575451,6775958.31746791,-29392872.126224548
2879.0,-6729491.629792954,-492060.8221023284,-620826.2496167726,896.3735805808718,-4728.0468060312905,-5965.310455036699,6775957.989857572,-29392872.12622546
2880.0,-6728590.949713233,-496788.55401689035,-626791.1627776513,904.9860031078465,-4727.413997561333,-5964.512049450473,6775957.659084152,-29392872.126226358
2881.0,-6727681.657786739,-501515.6500974511,-632755.2737156735,913.597268620772,-4726.775138434582,-5963.7060098352895,6775957.32514807,-29392872.126227293
2882.0,-6726763.755175992,-506242.10429375956,-638718.5747973218,922.2073661099001,-4726.130229466023,-5962.892337219403,6775956.988049756,-29392872.12622822
2883.0,-6725837.243054519,-510967.9105563832,-644681.0583901122,930.8162845669664,-4725.479271478358,-5962.071032640808,6775956.647789637,-29392872.126229167
2884.0,-6724902.122606858,-515693.0628367163,-650642.7168626034,939.4240129852035,-4724.822265302008,-5961.242097147233,6775956.30436815,-29392872.12623012
2885.0,-6723958.395028549,-520417.55508698727,-656603.5425844068,948.0305403593559,-4724.159211775111,-5960.405531796144,6775955.957785737,-29392872.12623107
2886.0,-6723006.061526139,-525141.3812602665,-662563.5279261959,956.6358556856932,-4723.490111743516,-5959.561337654739,6775955.608042836,-29392872.12623205
2887.0,-6722045.123317177,-529864.5353104743,-668522.6652597163,965.2399479620245,-4722.81496606079,-5958.709515799951,6775955.255139897,-29392872.126233038
2888.0,-6721075.581630215,-534587.0111923881,-674480.9469577958,973.8428061877124,-4722.133775588211,-5957.850067318443,6775954.899077371,-29392872.126234025
2889.0,-6720097.4377048025,-539308.8028616507,-680438.3653943532,982.4444193636868,-4721.44654119477,-5956.982993306607,6775954.539855714,-29392872.126235016
2890.0,-6719110.692791488,-544029.9042747776,-686394.912944409,991.0447764924589,-4720.7532637571685,-5956.108294870565,6775954.177475383,-29392872.12623602
2891.0,-6718115.348151817,-548750.309389165,-692350.5819840943,999.6438665781352,-4720.053944159817,-5955.2259731261665,6775953.811936842,-29392872.12623704
2892.0,-6717111.405058331,-553470.0121630972,-698305.3648906613,1008.2416786264315,-4719.348583294834,-5954.336029198985,6775953.44324056,-29392872.126238063
2893.0,-6716098.8647945635,-558189.0065557546,-704259.2540424922,1016.8382016446868,-4718.637182062046,-5953.438464224319,6775953.071387007,-29392872.1262391
2894.0,-6715077.728655041,-562907.2865272212,-710212.2418191099,1025.4334246418773,-4717.919741368987,-5952.533279347192,6775952.696376659,-29392872.12624013
2895.0,-6714047.997945279,-567624.8460384925,-716164.3206011867,1034.0273366286306,-4717.196262130895,-5951.620475722345,6775952.318209994,-29392872.126241185
2896.0,-6713009.673981784,-572341.6790514829,-722115.4827705547,1042.619926617239,-4716.466745270712,-5950.700054514242,6775951.936887498,-29392872.126242235
2897.0,-6711962.758092045,-577057.7795290339,-728065.7207102153,1051.211183621674,-4715.731191719083,-5949.7720168970645,6775951.552409656,-29392872.126243304
2898.0,-6710907.25161454,-581773.1414349212,-734015.0268043489,1059.8010966576007,-4714.989602414354,-5948.836364054711,6775951.164776961,-29392872.12624438
2899.0,-6709843.155898729,-586487.7587338627,-739963.3934383248,1068.3896547423903,-4714.241978302572,-5947.893097180797,6775950.773989909,-29392872.12624546
2900.0,-6708770.472305055,-591201.6253915264,-745910.8129987105,1076.9768468951356,-4713.488320337484,-5946.942217478649,6775950.380048999,-29392872.12624655
2901.0,-6707689.202204939,-595914.7353745376,-751857.2778732821,1085.562662136664,-4712.7286294805335,-5945.983726161308,6775949.982954734,-29392872.12624766
2902.0,-6706599.346980781,-600627.0826504874,-757802.7804510331,1094.1470894895515,-4711.962906700863,-5945.017624451528,6775949.582707622,-29392872.12624877
2903.0,-6705500.9080259595,-605338.6611879395,-763747.3131221852,1102.7301179781375,-4711.191152975308,-5944.043913581769,6775949.179308175,-29392872.126249894
2904.0,-6704393.886744824,-610049.4649564382,-769690.8682781968,1111.3117366285376,-4710.413369288401,-5943.0625947942,6775948.772756908,-29392872.126251027
2905.0,-6703278.284552702,-614759.4879265163,-775633.4383117736,1119.8919344686583,-4709.629556632366,-5942.073669340697,6775948.363054343,-29392872.12625216
2906.0,-6702154.102875887,-619468.7240697029,-781575.0156168782,1128.470700528211,-4708.839716007119,-5941.077138482841,6775947.950201002,-29392872.1262533
2907.0,-6701021.343151646,-624177.1673585306,-787515.5925887392,1137.048023838725,-4708.043848420268,-5940.073003491916,6775947.534197412,-29392872.126254454
2908.0,-6699880.00682821,-628884.8117665434,-793455.161623862,1145.6238934335622,-4707.2419548871085,-5939.061265648907,6775947.115044108,-29392872.126255617
2909.0,-6698730.095364779,-633591.6512683047,-799393.7151200371,1154.1982983479315,-4706.434036430625,-5938.041926244498,6775946.692741623,-29392872.12625678
2910.0,-6697571.610231514,-638297.6798394046,-805331.245476351,1162.7712276189015,-4705.620094081491,-5937.0149865790745,6775946.267290496,-29392872.126257963
2911.0,-6696404.552909541,-643002.8914564677,-811267.7450931952,1171.3426702854156,-4704.800128878061,-5935.980447962716,6775945.838691276,-29392872.12625914
2912.0,-6695228.924890944,-647707.2800971607,-817203.2063722764,1179.9126153883046,-4703.974141866376,-5934.938311715198,6775945.406944505,-29392872.126260344
2913.0,-6694044.727678765,-652410.8397402004,-823137.6217166256,1188.4810519703024,-4703.1421341001615,-5933.88857916599,6775944.9720507385,-29392872.126261547
2914.0,-6692851.962787003,-657113.5643653611,-829070.9835306085,1197.047969076058,-4702.304106640823,-5932.831251654253,6775944.534010532,-29392872.126262754
2915.0,-6691650.631740613,-661815.4479534822,-835003.2842199343,1205.613355752151,-4701.460060557446,-5931.766330528836,6775944.092824445,-29392872.126263976
2916.0,-6690440.736075499,-666516.484486476,-840934.5161916662,1214.1772010471045,-4700.609996926795,-5930.69381714828,6775943.648493042,-29392872.126265205
2917.0,-6689222.277338518,-671216.6679473358,-846864.6718542309,1222.7394940113998,-4699.753916833313,-5929.613712880809,6775943.201016889,-29392872.126266457
2918.0,-6687995.257087476,-675915.9923201427,-852793.7436174279,1231.3002236974892,-4698.891821369119,-5928.526019104334,6775942.750396562,-29392872.12626771
2919.0,-6686759.676891123,-680614.451590074,-858721.7238924395,1239.8593791598112,-4698.023711634005,-5927.43073720645,6775942.2966326345,-29392872.126268968
2920.0,-6685515.538329155,-685312.0397434107,-864648.6050918407,1248.4169494548037,-4697.149588735439,-5926.3278685844325,6775941.839725685,-29392872.12627025
2921.0,-6684262.842992213,-690008.7507675448,-870574.3796296084,1256.9729236409178,-4696.269453788558,-5925.217414645235,6775941.379676303,-29392872.12627152
2922.0,-6683001.592481873,-694704.5786509877,-876499.0399211312,1265.527290778632,-4695.383307916174,-5924.099376805491,6775940.916485072,-29392872.126272805
2923.0,-6681731.788410655,-699399.5173833772,-882422.5783832193,1274.0800399304662,-4694.491152248764,-5922.97375649151,6775940.450152587,-29392872.126274094
2924.0,-6680453.432402012,-704093.5609554853,-888344.9874341142,1282.631160160995,-4693.592987924474,-5921.840555139275,6775939.980679442,-29392872.1262754
2925.0,-6679166.526090332,-708786.7033592262,-894266.2594934979,1291.1806405368625,-4692.6888160891185,-5920.699774194442,6775939.508066238,-29392872.126276717
2926.0,-6677871.071120937,-713478.9385876636,-900186.386982503,1299.7284701267952,-4691.778637896174,-5919.551415112338,6775939.03231358,-29392872.126278035
2927.0,-6676567.069150078,-718170.2606350186,-906105.3623237225,1308.2746380016165,-4690.862454506781,-5918.395479357958,6775938.553422075,-29392872.12627937
2928.0,-6675254.521844934,-722860.6634966772,-912023.1779412188,1316.8191332342606,-4689.940267089744,-5917.231968405964,6775938.071392336,-29392872.126280706
2929.0,-6673933.43088361,-727550.1411691981,-917939.8262605343,1325.361944899786,-4689.0120768215265,-5916.060883740684,6775937.58622498,-29392872.12628205
2930.0,-6672603.797955134,-732238.6876503202,-923855.2997087002,1333.9030620753902,-4688.07788488625,-5914.882226856111,6775937.0979206255,-29392872.126283407
2931.0,-6671265.624759458,-736926.2969389706,-929769.5907142465,1342.4424738404223,-4687.137692475696,-5913.695999255895,6775936.606479899,-29392872.126284763
2932.0,-6669918.913007453,-741612.9630352716,-935682.6917072119,1350.9801692763979,-4686.191500789299,-5912.502202453349,6775936.111903427,-29392872.126286134
2933.0,-6668563.6644209055,-746298.6799405491,-941594.5951191531,1359.5161374670126,-4685.239311034153,-5911.300837971443,6775935.614191842,-29392872.126287512
2934.0,-6667199.88073252,-750983.4416573399,-947505.2933831547,1368.050367498156,-4684.281124424999,-5910.091907342801,6775935.113345783,-29392872.126288883
2935.0,-6665827.56368591,-755667.2421893992,-953414.7789338386,1376.5828484579254,-4683.316942184233,-5908.875412109704,6775934.609365887,-29392872.126290277
2936.0,-6664446.715035604,-760350.0755417084,-959323.044207374,1385.1135694366396,-4682.346765541901,-5907.651353824081,6775934.102252799,-29392872.126291685
2937.0,-6663057.336547038,-765031.935720483,-965230.0816414867,1393.6425195268532,-4681.370595735696,-5906.419734047513,6775933.592007169,-29392872.126293097
2938.0,-6661659.429996551,-769712.8167331798,-971135.883675469,1402.16968782337,-4680.388434010959,-5905.18055435123,6775933.078629646,-29392872.126294516
2939.0,-6660252.997171391,-774392.7125885049,-977040.4427501891,1410.695063423257,-4679.400281620676,-5903.933816316106,6775932.562120889,-29392872.126295954
2940.0,-6658838.039869704,-779071.6172964211,-982943.7513081011,1419.218635425858,-4678.406139825475,-5902.679521532659,6775932.042481558,-29392872.1262974
2941.0,-6657414.559900539,-783749.5248681558,-988845.8017932543,1427.7403929328088,-4677.406009893631,-5901.417671601051,6775931.519712319,-29392872.126298845
2942.0,-6655982.559083839,-788426.4293162083,-994746.5866513031,1436.2603250480486,-4676.399893101053,-5900.148268131082,6775930.993813837,-29392872.126300298
2943.0,-6654542.039250443,-793102.3246543579,-1000646.0983295165,1444.778420877836,-4675.387790731293,-5898.87131274219,6775930.464786787,-29392872.126301765
2944.0,-6653093.002242083,-797777.2048976709,-1006544.3292767876,1453.294669530762,-4674.36970407554,-5897.586807063449,6775929.932631843,-29392872.126303244
2945.0,-6651635.449911381,-802451.0640625089,-1012441.2719436435,1461.8090601177635,-4673.345634432617,-5896.294752733568,6775929.397349687,-29392872.126304723
2946.0,-6650169.384121847,-807123.896166536,-1018336.9187822547,1470.321581752138,-4672.3155831089825,-5894.995151400886,6775928.858941004,-29392872.12630622
2947.0,-6648694.806747877,-811795.6952287267,-1024231.2622464452,1478.8322235495568,-4671.279551418727,-5893.6880047233735,6775928.317406481,-29392872.126307726
2948.0,-6647211.719674748,-816466.4552693734,-1030124.2947917015,1487.340974628079,-4670.237540683573,-5892.373314368627,6775927.772746812,-29392872.12630923
2949.0,-6645720.124798621,-821136.1703100939,-1036016.0088751825,1495.8478241081652,-4669.189552232869,-5891.051082013869,6775927.224962691,-29392872.126310755
2950.0,-6644220.024026533,-825804.8343738392,-1041906.3969557292,1504.3527611126915,-4668.135587403593,-5889.721309345946,6775926.67405482,-29392872.126312274
2951.0,-6642711.419276396,-830472.4414849011,-1047795.4514938743,1512.8557747669633,-4667.075647540349,-5888.383998061325,6775926.1200239025,-29392872.126313813
2952.0,-6641194.312476998,-835138.98566892,-1053683.1649518518,1521.3568541987293,-4666.009733995364,-5887.039149866092,6775925.562870647,-29392872.12631537
2953.0,-6639668.705567998,-839804.4609528919,-1059569.5297936066,1529.8559885381947,-4664.937848128487,-5885.686766475951,6775925.002595766,-29392872.12631692
2954.0,-6638134.6004999215,-844468.8613651769,-1065454.5384848039,1538.3531669180356,-4663.859991307189,-5884.32684961622,6775924.439199977,-29392872.126318485
2955.0,-6636591.999234161,-849132.1809355061,-1071338.183492839,1546.8483784734128,-4662.77616490656,-5882.95940102183,6775923.872683998,-29392872.126320057
2956.0,-6635040.903742975,-853794.4136949899,-1077220.4572868478,1555.3416123419852,-4661.686370309305,-5881.584422437321,6775923.303048556,-29392872.12632163
2957.0,-6633481.316009478,-858455.5536761248,-1083101.3523377138,1563.8328576639237,-4660.590608905746,-5880.201915616844,6775922.730294377,-29392872.126323216
2958.0,-6631913.238027647,-863115.5949128014,-1088980.8611180813,1572.3221035819256,-4659.4888820938195,-5878.811882324154,6775922.154422194,-29392872.126324818
2959.0,-6630336.671802314,-867774.5314403124,-1094858.976102362,1580.8093392412275,-4658.381191279072,-5877.41432433261,6775921.575432744,-29392872.126326412
2960.0,-6628751.619349165,-872432.3572953595,-1100735.6897667462,1589.2945537896196,-4657.26753787466,-5876.009243425173,6775920.993326766,-29392872.12632803
2961.0,-6627158.082694735,-877089.0665160617,-1106610.9945892124,1597.7777363774596,-4656.147923301351,-5874.596641394403,6775920.4081050055,-29392872.12632965
2962.0,-6625556.06387641,-881744.6531419621,-1112484.883049535,1606.2588761576862,-4655.022348987516,-5873.176520042459,6775919.819768209,-29392872.126331285
2963.0,-6623945.5649424195,-886399.1112140366,-1118357.347629297,1614.737962285833,-4653.890816369133,-5871.748881181092,6775919.22831713,-29392872.126332924
2964.0,-6622326.587951838,-891052.4347747003,-1124228.380811897,1623.214983920042,-4652.753326889782,-5870.313726631646,6775918.633752526,-29392872.12633457
2965.0,-6620699.13497458,-895704.6178678161,-1130097.9750825602,1631.689930221078,-4651.609882000645,-5868.871058225058,6775918.036075155,-29392872.126336213
2966.0,-6619063.208091397,-900355.6545387016,-1135966.1229283472,1640.1627903523417,-4650.4604831605,-5867.420877801849,6775917.4352857815,-29392872.12633788
2967.0,-6617418.809393875,-905005.5388341371,-1141832.816838164,1648.633553479884,-4649.305131835727,-5865.963187212129,6775916.831385174,-29392872.12633955
2968.0,-6615765.940984436,-909654.2648023731,-1147698.0493027717,1657.1022087724198,-4648.143829500298,-5864.497988315588,6775916.224374105,-29392872.12634123
2969.0,-6614104.60497633,-914301.8264931377,-1153561.8128147954,1665.5687454013407,-4646.976577635783,-5863.025282981501,6775915.614253349,-29392872.12634294
2970.0,-6612434.803493633,-918948.2179576446,-1159424.0998687348,1674.0331525407305,-4645.8033777313385,-5861.545073088718,6775915.001023687,-29392872.126344636
2971.0,-6610756.538671248,-923593.4332486003,-1165284.9029609729,1682.4954193673775,-4644.624231283716,-5860.057360525667,6775914.384685905,-29392872.126346353
2972.0,-6609069.8126548985,-928237.466420212,-1171144.214589786,1690.9555350607889,-4643.439139797251,-5858.56214719035,6775913.765240788,-29392872.126348067
2973.0,-6607374.627601127,-932880.3115281948,-1177002.0272553535,1699.4134888032045,-4642.248104783869,-5857.0594349903395,6775913.14268913,-29392872.126349792
2974.0,-6605670.985677293,-937521.9626297797,-1182858.3334597668,1707.8692697796105,-4641.051127763078,-5855.549225842778,6775912.517031726,-29392872.126351517
2975.0,-6603958.889061567,-942162.413783721,-1188713.1257070391,1716.3228671777526,-4639.848210261966,-5854.031521674373,6775911.888269375,-29392872.12635328
2976.0,-6602238.339942937,-946801.6590503037,-1194566.3965031155,1724.7742701881511,-4638.639353815207,-5852.506324421399,6775911.256402885,-29392872.12635502
2977.0,-6600509.340521191,-951439.6924913515,-1200418.138355882,1733.223468004113,-4637.4245599650485,-5850.973636029689,6775910.621433059,-29392872.126356773
2978.0,-6598771.893006929,-956076.5081702339,-1206268.343775175,1741.6704498217473,-4636.203830261318,-5849.433458454639,6775909.98336071,-29392872.126358554
2979.0,-6597025.999621548,-960712.1001518742,-1212117.0052727915,1750.1152048399772,-4634.977166261416,-5847.885793661198,6775909.342186655,-29392872.12636033
2980.0,-6595271.662597248,-965346.4625027569,-1217964.1153624975,1758.557722260555,-4633.744569530315,-5846.330643623872,6775908.697911713,-29392872.12636212
2981.0,-6593508.884177027,-969979.589290935,-1223809.6665600392,1766.9979912880756,-4632.506041640561,-5844.7680103267185,6775908.05053671,-29392872.1263639
2982.0,-6591737.666614673,-974611.474586038,-1229653.6513831508,1775.4360011299898,-4631.261584172266,-5843.197895763344,6775907.40006247,-29392872.126365714
2983.0,-6589958.012174767,-979242.1124592795,-1235496.0623515658,1783.8717409966184,-4630.011198713111,-5841.620301936901,6775906.746489827,-29392872.126367524
2984.0,-6588169.923132679,-983871.4969834642,-1241336.8919870248,1792.3052001011656,-4628.75488685834,-5840.0352308600895,6775906.089819615,-29392872.12636935
2985.0,-6586373.401774565,-988499.622232996,-1247176.132813286,1800.736367659733,-4627.49265021076,-5838.442684555148,6775905.430052675,-29392872.126371183
2986.0,-6584568.45039736,-993126.4822838856,-1253013.7773561352,1809.1652328913333,-4626.2244903807405,-5836.842665053855,6775904.76718985,-29392872.126373023
2987.0,-6582755.071308782,-997752.0712137575,-1258849.8181433938,1817.5917850179035,-4624.950408986208,-5835.235174397527,6775904.101231989,-29392872.126374856
2988.0,-6580933.266827324,-1002376.383101858,-1264684.2477049301,1826.0160132643193,-4623.670407652645,-5833.620214637013,6775903.432179941,-29392872.126376715
2989.0,-6579103.039282253,-1006999.4120290627,-1270517.0585726677,1834.4379068584087,-4622.38448801309,-5831.997787832696,6775902.760034562,-29392872.12637859
2990.0,-6577264.391013606,-1011621.1520778842,-1276348.2432805954,1842.857455030965,-4621.092651708135,-5830.367896054486,6775902.084796712,-29392872.126380466
2991.0,-6575417.32437219,-1016241.5973324791,-1282177.7943647765,1851.2746470157613,-4619.794900385921,-5828.730541381819,6775901.406467255,-29392872.126382336
2992.0,-6573561.841719574,-1020860.7418786561,-1288005.704363359,1859.6894720495636,-4618.491235702138,-5827.0857259036575,6775900.7250470575,-29392872.12638423
2993.0,-6571697.945428091,-1025478.5798038834,-1293831.965816584,1868.101919372145,-4617.181659320021,-5825.433451718482,6775900.04053699,-29392872.12638612
2994.0,-6569825.63788083,-1030095.1051972962,-1299656.571266796,1876.5119782262987,-4615.866172910351,-5823.773720934292,6775899.352937929,-29392872.12638803
2995.0,-6567944.921471638,-1034710.3121497042,-1305479.5132584525,1884.9196378578526,-4614.544778151452,-5822.106535668605,6775898.662250753,-29392872.12638995
2996.0,-6566055.798605113,-1039324.1947535991,-1311300.7843381334,1893.3248875156821,-4613.217476729185,-5820.4318980484495,6775897.968476345,-29392872.126391865
2997.0,-6564158.271696606,-1043936.7471031626,-1317120.3770545495,1901.7277164517243,-4611.884270336951,-5818.7498102103655,6775897.271615592,-29392872.126393802
2998.0,-6562252.34317221,-1048547.963294273,-1322938.283958554,1910.1281139209912,-4610.545160675686,-5817.060274300401,6775896.571669386,-29392872.12639574
2999.0,-6560338.015468764,-1053157.837424514,-1328754.4976031503,1918.5260691815838,-4609.200149453861,-5815.363292474109,6775895.86863862,-29392872.12639769
3000.0,-6558415.291033846,-1057766.363593181,-1334569.0105435022,1926.9215714947056,-4607.849238387476,-5813.658866896542,6775895.162524194,-29392872.126399647
3001.0,-6556484.172325774,-1062373.535901289,-1340381.8153369434,1935.3146101246764,-4606.492429200063,-5811.946999742258,6775894.453327011,-29392872.126401618
3002.0,-6554544.661813597,-1066979.348451581,-1346192.9045429865,1943.7051743389454,-4605.12972362268,-5810.227693195307,6775893.741047978,-29392872.126403593
3003.0,-6552596.761977096,-1071583.7953485344,-1352002.2707233338,1952.0932534081055,-4603.76112339391,-5808.500949449236,6775893.025688005,-29392872.12640558
3004.0,-6550640.47530678,-1076186.8706983689,-1357809.9064418848,1960.4788366059067,-4602.386630259858,-5806.7667707070805,6775892.307248006,-29392872.12640757
3005.0,-6548675.804303884,-1080788.5686090542,-1363615.8042647478,1968.8619132092695,-4601.006245974151,-5805.025159181367,6775891.5857289005,-29392872.12640958
3006.0,-6546702.751480361,-1085388.8831903173,-1369419.9567602475,1977.2424724982986,-4599.619972297934,-5803.276117094107,6775890.861131612,-29392872.126411583
3007.0,-6544721.319358886,-1089987.80855365,-1375222.356498936,1985.6205037562972,-4598.227810999867,-5801.519646676796,6775890.133457064,-29392872.126413614
3008.0,-6542731.510472848,-1094585.338812317,-1381022.9960536011,1993.9959962697797,-4596.829763856125,-5799.755750170408,6775889.40270619,-29392872.126415648
3009.0,-6540733.327366347,-1099181.4680813623,-1386821.8679992768,2002.3689393284853,-4595.425832650396,-5797.984429825397,6775888.668879924,-29392872.126417667
3010.0,-6538726.772594191,-1103776.1904776178,-1392618.9649132518,2010.739322225393,-4594.016019173874,-5796.205687901688,6775887.931979202,-29392872.12641971
3011.0,-6536711.848721895,-1108369.50011971,-1398414.27937508,2019.1071342567332,-4592.600325225264,-5794.419526668681,6775887.1920049675,-29392872.126421764
3012.0,-6534688.558325677,-1112961.3911280683,-1404207.8039665893,2027.472364722003,-4591.178752610773,-5792.625948405243,6775886.448958167,-29392872.126423825
3013.0,-6532656.903992452,-1117551.8576249315,-1409999.5312718907,2035.835002923979,-4589.751303144112,-5790.824955399708,6775885.70283975,-29392872.126425885
3014.0,-6530616.8883198295,-1122140.8937343564,-1415789.4538773887,2044.1950381687307,-4588.317978646493,-5789.016549949873,6775884.95365067,-29392872.126427963
3015.0,-6528568.513916114,-1126728.4935822245,-1421577.5643717903,2052.552459765635,-4586.878780946625,-5787.200734362993,6775884.201391887,-29392872.126430042
3016.0,-6526511.783400299,-1131314.6512962496,-1427363.8553461146,2060.9072570273884,-4585.4337118807125,-5785.377510955784,6775883.44606436,-29392872.12643213
3017.0,-6524446.69940206,-1135899.3610059859,-1433148.3193937019,2069.259419270022,-4583.982773292454,-5783.546882054414,6775882.6876690565,-29392872.126434233
3018.0,-6522373.264561759,-1140482.6168428345,-1438930.9491102232,2077.6089358129148,-4582.52596703304,-5781.708849994503,6775881.926206946,-29392872.126436338
3019.0,-6520291.481530435,-1145064.412940052,-1444711.7370936905,2085.9557959788062,-4581.063294961148,-5779.86341712112,6775881.1616790015,-29392872.126438458
3020.0,-6518201.352969802,-1149644.743432757,-1450490.6759444654,2094.2999890938104,-4579.594758942944,-5778.010585788778,6775880.394086201,-29392872.126440577
3021.0,-6516102.881552247,-1154223.602457938,-1456267.7582652683,2102.6415044874307,-4578.120360852076,-5776.150358361436,6775879.623429524,-29392872.12644273
3022.0,-6513996.069960827,-1158800.9841544612,-1462042.9766611883,2110.980331492571,-4576.640102569676,-5774.282737212488,6775878.849709959,-29392872.126444876
3023.0,-6511880.920889262,-1163376.8826630774,-1467816.3237396933,2119.316459445552,-4575.153985984353,-5772.40772472477,6775878.072928494,-29392872.126447026
3024.0,-6509757.437041936,-1167951.29212643,-1473587.792110638,2127.649877686122,-4573.662012992196,-5770.525323290546,6775877.293086122,-29392872.126449183
3025.0,-6507625.621133891,-1172524.2066890618,-1479357.3743862745,2135.9805755574735,-4572.164185496765,-5768.635535311515,6775876.510183839,-29392872.126451362
3026.0,-6505485.475890822,-1177095.6204974235,-1485125.063181261,2144.3085424062533,-4570.660505409095,-5766.738363198801,6775875.724222647,-29392872.126453545
3027.0,-6503337.004049079,-1181665.52769988,-1490890.851112672,2152.633767582579,-4569.15097464769,-5764.833809372955,6775874.935203553,-29392872.12645572
3028.0,-6501180.208355657,-1186233.922446719,-1496654.7308000068,2160.956240440051,-4567.635595138522,-5762.9218762639475,6775874.143127562,-29392872.126457922
3029.0,-6499015.091568199,-1190800.798890157,-1502416.6948651997,2169.275950335766,-4566.114368815026,-5761.002566311167,6775873.347995689,-29392872.12646012
3030.0,-6496841.656454986,-1195366.1511843486,-1508176.735932629,2177.5928866303325,-4564.587297618102,-5759.075881963419,6775872.54980895,-29392872.126462325
3031.0,-6494659.905794938,-1199929.973485393,-1513934.8466291265,2185.9070386878807,-4563.054383496107,-5757.141825678921,6775871.748568365,-29392872.126464553
3032.0,-6492469.8423776105,-1204492.2599513407,-1519691.0195839868,2194.2183958760793,-4561.51562840486,-5755.200399925299,6775870.944274962,-29392872.126466777
3033.0,-6490271.469003187,-1209053.0047422026,-1525445.247428977,2202.5269475661476,-4559.971034307631,-5753.251607179586,6775870.136929764,-29392872.126469012
3034.0,-6488064.788482478,-1213612.202019956,-1531197.522798346,2210.832683132869,-4558.4206031751455,-5751.295449928217,6775869.3265338065,-29392872.12647127
3035.0,-6485849.803636921,-1218169.845948553,-1536947.8383288332,2219.1355919546054,-4556.864336985578,-5749.331930667027,6775868.513088125,-29392872.126473524
3036.0,-6483626.517298569,-1222725.9306939272,-1542696.1866596797,2227.435663413309,-4555.302237724551,-5747.361051901249,6775867.69659376,-29392872.12647579
3037.0,-6481394.932310094,-1227280.4504240023,-1548442.5604326357,2235.732886894538,-4553.734307385132,-5745.3828161455085,6775866.877051754,-29392872.126478054
3038.0,-6479155.05152478,-1231833.3993086976,-1554186.9522919706,2244.027251787467,-4552.160547967831,-5743.397225923821,6775866.054463156,-29392872.12648034
3039.0,-6476906.877806519,-1236384.7715199378,-1559929.3548844832,2252.3187474849046,-4550.580961480599,-5741.40428376959,6775865.228829018,-29392872.12648263
3040.0,-6474650.41402981,-1240934.5612316586,-1565669.76085951,2260.607363383304,-4548.995549938825,-5739.4039922256015,6775864.400150395,-29392872.126484927
