t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,r_m,E_spec
6821.0,893389.1978565046,4170373.9947572113,5261702.477353522,-7600.194835367281,629.9234782274139,794.7656325545724,6773158.530197126,-29392872.133998256
6822.0,885788.430592705,4171001.246118232,5262493.87161321,-7601.334821429636,624.5788452138993,788.0223839147362,6773161.321543901,-29392872.133990485
6823.0,878186.5282136453,4171623.1524476395,5263278.52212135,-7602.465065171966,619.2334184273924,781.2781337826295,6773164.113307533,-29392872.13398273
6824.0,870583.500462361,4172239.712955087,5264056.427880774,-7603.585565169779,613.8872047208596,774.5328908045443,6773166.905484445,-29392872.13397497
6825.0,862979.3570833057,4172850.926857081,5264827.5879029585,-7604.696320011085,608.5402109482422,767.7866636280024,6773169.698071059,-29392872.1339672
6826.0,855374.1078223388,4173456.793376983,5265592.00120803,-7605.797328296389,603.192443964448,761.0394609017449,6773172.491063795,-29392872.13395944
6827.0,847767.762426713,4174057.31174501,5266349.666824763,-7606.888588638703,597.8439106253419,754.2912912757205,6773175.284459075,-29392872.133951657
6828.0,840160.3306450614,4174652.4811982336,5267100.583790582,-7607.970099663541,592.4946177877373,747.5421634010747,6773178.078253316,-29392872.133943893
6829.0,832551.8222273858,4175242.300980585,5267844.7511515645,-7609.0418600089215,587.1445723093875,740.792085930139,6773180.872442937,-29392872.13393613
6830.0,824942.2469250435,4175826.7703428525,5268582.167962441,-7610.103868325371,581.7937810489767,734.041067516419,6773183.667024362,-29392872.133928355
6831.0,817331.6144907351,4176405.8885426833,5269312.833286596,-7611.156123275924,576.4422508661112,727.289116814584,6773186.4619940035,-29392872.133920584
6832.0,809719.9346784918,4176979.654844585,5270036.74619607,-7612.198623536126,571.0899886213106,720.5362424804554,6773189.257348283,-29392872.13391282
6833.0,802107.2172436629,4177548.068519926,5270753.905771557,-7613.231367794036,565.737001175999,713.7824531709961,6773192.053083617,-29392872.133905027
6834.0,794493.4719429038,4178111.1288469373,5271464.311102412,-7614.254354750221,560.3832953924963,707.0277575442989,6773194.849196422,-29392872.133897264
6835.0,786878.7085341625,4178668.8351107114,5272167.961286645,-7615.267583117769,555.0288781340092,700.2721642595757,6773197.645683114,-29392872.133889485
6836.0,779262.9367766682,4179221.1866032057,5272864.855430931,-7616.271051622281,549.6737562646226,693.5156819771462,6773200.442540112,-29392872.133881696
6837.0,771646.1664309179,4179768.182623241,5273554.9926506,-7617.264759001878,544.3179366492905,686.7583193584268,6773203.239763826,-29392872.13387392
6838.0,764028.4072586644,4180309.8224765044,5274238.372069648,-7618.2487040071965,538.9614261538273,680.0000850659196,6773206.037350675,-29392872.13386615
6839.0,756409.6690229034,4180846.1054755487,5274914.992820731,-7619.222885401398,533.6042316448994,673.2409877632011,6773208.835297074,-29392872.133858364
6840.0,748789.9614878615,4181377.030939794,5275584.854045173,-7620.187301960166,528.2463599900157,666.4810361149114,6773211.633599434,-29392872.13385059
6841.0,741169.294418983,4181902.5981955286,5276247.95489296,-7621.141952471707,522.8878180575191,659.7202387867425,6773214.432254171,-29392872.13384281
6842.0,733547.6775829181,4182422.8065759093,5276904.2945227465,-7622.086835736751,517.528612716578,652.9586044454278,6773217.2312576985,-29392872.13383502
6843.0,725925.1207475095,4182937.655420962,5277553.872101852,-7623.021950568557,512.1687508371768,646.1961417587306,6773220.030606428,-29392872.133827243
6844.0,718301.633681781,4183447.144077583,5278196.686806264,-7623.947295792913,506.80823929010774,639.4328593954332,6773222.8302967725,-29392872.133819457
6845.0,710677.2261559238,4183951.271899542,5278832.737820643,-7624.862870248133,501.4470849469615,632.6687660253255,6773225.630325145,-29392872.13381166
6846.0,703051.9079412847,4184450.0382474773,5279462.024338315,-7625.768672785064,496.0852946801189,625.903870319194,6773228.430687955,-29392872.133803874
6847.0,695425.6888103536,4184943.4424889022,5280084.545561281,-7626.664702267086,490.72287536274183,619.1381809488108,6773231.231381614,-29392872.133796092
6848.0,687798.5785367506,4185431.4839982027,5280700.300700213,-7627.55095757011,485.3598338687643,612.3717065869224,6773234.032402534,-29392872.133788303
6849.0,680170.5868952135,4185914.1621566396,5281309.288974456,-7628.427437582584,479.996177072884,605.6044559072384,6773236.833747124,-29392872.133780506
6850.0,672541.7236615854,4186391.476352349,5281911.509612028,-7629.294141205492,474.631911850553,598.8364375844204,6773239.635411795,-29392872.133772705
6851.0,664911.9986128024,4186863.425980341,5282506.961849624,-7630.151067352354,469.2670450779693,592.0676602940713,6773242.437392955,-29392872.13376492
6852.0,657281.4215268806,4187330.0104425047,5283095.6449326165,-7630.99821494923,463.90158363206785,585.2981327127235,6773245.239687014,-29392872.133757126
6853.0,649650.0021829038,4187791.229147605,5283677.55811505,-7631.835582934718,458.5355343905117,578.5278635178282,6773248.042290381,-29392872.133749332
6854.0,642017.7503610111,4188247.081511286,5284252.700659651,-7632.663170259961,453.16890423168326,571.7568613877443,6773250.845199463,-29392872.133741535
6855.0,634384.675842384,4188697.566956069,5284821.071837825,-7633.48097588864,447.8017000346754,564.9851350017268,6773253.648410669,-29392872.133733746
6856.0,626750.7884092339,4189142.6849113554,5285382.6709296545,-7634.288998796983,442.4339286792826,558.2126930399162,6773256.451920406,-29392872.13372595
6857.0,619116.0978447901,4189582.4348134273,5285937.497223905,-7635.08723797376,437.06559704599226,551.439544183327,6773259.255725081,-29392872.133718155
6858.0,611480.6139332864,4190016.8161054472,5286485.550018022,-7635.87569242029,431.6967120159758,544.6656971138369,6773262.059821103,-29392872.13371035
6859.0,603844.3464599495,4190445.8282374595,5287026.8286181325,-7636.654361150436,426.3272804710797,537.8911605141752,6773264.864204875,-29392872.13370255
6860.0,596207.3052109856,4190869.47066639,5287561.332339049,-7637.423243190611,420.9573092938168,531.1159430679121,6773267.668872804,-29392872.133694764
6861.0,588569.4999735683,4191287.7428560476,5288089.060504268,-7638.182337579778,415.58680536735756,524.3400534594472,6773270.473821298,-29392872.13368696
6862.0,580930.940535826,4191700.6442771247,5288610.012445969,-7638.9316433694485,410.2157755755209,517.5635003739986,6773273.27904676,-29392872.133679163
6863.0,573291.6366868294,4192108.1744071986,5289124.187505016,-7639.671159623687,404.8442268027658,510.7862924975918,6773276.084545596,-29392872.13367136
6864.0,565651.5982165787,4192510.33273073,5289631.585030964,-7640.400885419112,399.472165934182,504.0084385170481,6773278.89031421,-29392872.133663554
6865.0,558010.8349159913,4192907.1187390666,5290132.204382051,-7641.120819844891,394.09959985548164,497.22994711997404,6773281.696349007,-29392872.133655746
6866.0,550369.3565768889,4193298.531930441,5290626.0449252045,-7641.830962002751,388.7265354529901,490.45082699475,6773284.50264639,-29392872.133647945
6867.0,542727.1729919857,4193684.5718099726,5291113.106036041,-7642.531311006974,383.3529796136373,483.6710868305189,6773287.309202764,-29392872.133640144
6868.0,535084.293954875,4194065.237889668,5291593.387098866,-7643.221865984396,377.97893922494865,476.8907353171753,6773290.116014532,-29392872.133632332
6869.0,527440.7292600169,4194440.529688423,5292066.887506675,-7643.902626074413,372.6044211750366,470.10978114535413,6773292.9230780965,-29392872.133624528
6870.0,519796.4887027262,4194810.446732018,5292533.606661156,-7644.57359042898,367.2294323525914,463.3282330064195,6773295.7303898595,-29392872.13361672
6871.0,512151.58207915904,4195174.988553127,5292993.543972688,-7645.234758212612,361.85397964687263,456.5460995924537,6773298.537946225,-29392872.13360891
6872.0,504506.019186301,4195534.1546913115,5293446.698860341,-7645.886128602382,356.4780699477001,449.7633895962458,6773301.345743594,-29392872.133601118
6873.0,496859.8098219543,4195887.944693023,5293893.070751879,-7646.527700787928,351.10171014544494,442.98011171128087,6773304.15377837,-29392872.1335933
6874.0,489212.9637847252,4196236.358111603,5294332.659083763,-7647.159473971447,345.72490713102115,436.1962746317284,6773306.962046953,-29392872.13358549
6875.0,481565.4908740114,4196579.394507285,5294765.463301144,-7647.781447367704,340.3476677958764,429.4118870524314,6773309.770545744,-29392872.133577682
6876.0,473917.4008899898,4196917.053447194,5295191.482857868,-7648.393620204023,334.96999903198326,422.6269576688953,6773312.579271143,-29392872.13356988
6877.0,466268.7036336034,4197249.3345053485,5295610.717216481,-7648.995991720298,329.5919077318305,415.84149517727656,6773315.388219554,-29392872.13356207
6878.0,458619.4089065492,4197576.237262658,5296023.1658482235,-7649.5885611689855,324.21340078841405,409.05550827437173,6773318.197387376,-29392872.133554254
6879.0,450969.52651126543,4197897.761306926,5296428.828233031,-7650.171327815112,318.8344850952284,402.26900565760616,6773321.006771007,-29392872.133546446
6880.0,443319.066250919,4198213.906232849,5296827.703859538,-7650.744290936268,313.4551675462574,395.4819960250229,6773323.816366848,-29392872.13353864
6881.0,435668.03792939294,4198524.6716420185,5297219.79222508,-7651.307449822615,308.0754550359659,388.69448807527164,6773326.626171299,-29392872.133530825
6882.0,428016.4513512738,4198830.057142921,5297605.092835688,-7651.860803776884,302.6953544592904,381.90649050759725,6773329.436180761,-29392872.13352301
6883.0,420364.3163218392,4199130.062350936,5297983.605206095,-7652.404352114373,297.31487271163064,375.118012021829,6773332.246391629,-29392872.133515205
6884.0,412711.6426470451,4199424.686888344,5298355.328859732,-7652.938094162955,291.9340166888404,368.32906131836904,6773335.056800306,-29392872.133507382
6885.0,405058.4401335133,4199713.930384315,5298720.263328731,-7653.462029263072,286.55279328721895,361.5396470981816,6773337.867403187,-29392872.13349958
6886.0,397404.7185885189,4199997.792474919,5299078.408153928,-7653.976156767737,281.1712094035019,354.74977806278156,6773340.678196674,-29392872.133491755
6887.0,389750.4878199778,4200276.272803122,5299429.762884857,-7654.4804760425395,275.7892719348527,347.9594629142233,6773343.489177162,-29392872.133483943
6888.0,382095.7576364338,4200549.371018789,5299774.327079757,-7654.9749864656405,270.40698777885353,341.1687103550898,6773346.30034105,-29392872.133476116
6889.0,374440.5378470465,4200817.08677868,5300112.1003055675,-7655.459687427775,265.0243638334965,334.3775290884811,6773349.111684735,-29392872.133468304
6890.0,366784.8382615783,4201079.419746456,5300443.082137934,-7655.934578332253,259.641406997175,327.5859278180034,6773351.923204616,-29392872.133460477
6891.0,359128.66869038204,4201336.369592674,5300767.272161203,-7656.399658594962,254.25812416867453,320.793915247758,6773354.734897088,-29392872.133452654
6892.0,351472.0389443884,4201587.935994793,5301084.669968429,-7656.854927644362,248.87452224716407,314.0015000823297,6773357.54675855,-29392872.13344484
6893.0,343814.9588350933,4201834.118637169,5301395.275161368,-7657.300384921494,243.49060813218722,307.208691026776,6773360.358785397,-29392872.133437026
6894.0,336157.4381745454,4202074.917211058,5301699.087350483,-7657.736029879973,238.10638872365325,300.41549678661596,6773363.170974027,-29392872.133429207
6895.0,328499.4867753334,4202310.331414616,5301996.106154942,-7658.1618619859955,232.72187092182838,293.6219260678187,6773365.983320837,-29392872.133421376
6896.0,320841.11445057346,4202540.360952901,5302286.331202619,-7658.577880718333,227.33706162732682,286.8279875767927,6773368.795822221,-29392872.133413553
6897.0,313182.33101389674,4202765.00553787,5302569.762130096,-7658.984085568338,221.95196774110195,280.0336900203741,6773371.608474575,-29392872.133405745
6898.0,305523.14627943677,4202984.264888383,5302846.39858266,-7659.380476039942,216.56659616443753,273.239042105816,6773374.421274296,-29392872.13339793
6899.0,297863.57006181683,4203198.1387302,5303116.240214308,-7659.767051649656,211.1809537989388,266.44405254077714,6773377.234217782,-29392872.13339009
6900.0,290203.61217613745,4203406.626795982,5303379.286687742,-7660.143811926575,205.7950475465236,259.6487300333106,6773380.047301424,-29392872.13338227
6901.0,282543.2824379637,4203609.7288252935,5303635.537674374,-7660.510756412371,200.4088843094136,252.85308329185278,6773382.860521618,-29392872.133374453
6902.0,274882.59066331276,4203807.4445646005,5303884.992854325,-7660.867884661299,195.02247099012536,246.05712102521227,6773385.673874762,-29392872.13336663
6903.0,267221.54666864115,4203999.773767273,5304127.651916425,-7661.215196240197,189.63581449146156,239.2608519425585,6773388.487357248,-29392872.13335881
6904.0,259560.16027083236,4204186.716193583,5304363.514558211,-7661.552690728483,184.2489217165021,232.46428475341077,6773391.300965472,-29392872.13335099
6905.0,251898.4412871842,4204368.271610706,5304592.580485932,-7661.880367718161,178.8617995685953,225.66742816762692,6773394.11469583,-29392872.133343164
6906.0,244236.39953539605,4204544.439792721,5304814.849414546,-7662.198226813816,173.47445495134895,218.8702908953923,6773396.928544714,-29392872.13333534
6907.0,236574.04483355655,4204715.220520609,5305030.3210677225,-7662.506267632618,168.08689476862156,212.07288164720848,6773399.74250852,-29392872.133327514
6908.0,228911.3870001308,4204880.613582257,5305238.995177841,-7662.804489804319,162.69912592451345,205.2752091338822,6773402.556583642,-29392872.13331969
6909.0,221248.4358539479,4205040.618772457,5305440.8714859905,-7663.092892971258,157.31115532335795,198.47728206651416,6773405.370766472,-29392872.13331188
6910.0,213585.2012141883,4205195.235892903,5305635.9497419745,-7663.371476788357,151.9229898697125,191.67910915648778,6773408.185053408,-29392872.13330405
6911.0,205921.69290037118,4205344.464752195,5305824.229704304,-7663.640240923122,146.5346364683498,184.88069911545813,6773410.9994408395,-29392872.133296236
6912.0,198257.92073234203,4205488.305165839,5306005.711140205,-7663.899185055648,141.14610202424896,178.08206065534068,6773413.813925164,-29392872.13328841
6913.0,190593.8945302599,4205626.756956244,5306180.393825615,-7664.148308878612,135.75739344258673,171.2832024883002,6773416.628502772,-29392872.133280583
6914.0,182929.62411458482,4205759.8199527245,5306348.277545182,-7664.387612097277,130.36851762872854,164.48413332673957,6773419.4431700595,-29392872.13327276
6915.0,175265.11930606532,4205887.493991502,5306509.362092268,-7664.617094429495,124.97948148821965,157.6848618832886,6773422.257923418,-29392872.13326493
6916.0,167600.3899257258,4206009.778915701,5306663.647268948,-7664.836755605702,119.59029192677637,150.88539687079285,6773425.072759241,-29392872.133257113
6917.0,159935.44579485388,4206126.674575355,5306811.132886009,-7665.04659536892,114.2009558502772,144.0857470023025,6773427.887673923,-29392872.133249294
6918.0,152270.29673498793,4206238.180827402,5306951.818762952,-7665.24661347476,108.8114801647539,137.28592099106118,6773430.702663856,-29392872.133241467
6919.0,144604.95256790434,4206344.297535684,5307085.704727991,-7665.436809691419,103.42187177638272,130.48592755049472,6773433.517725432,-29392872.13323364
6920.0,136939.42311560508,4206445.024570954,5307212.790618053,-7665.617183799679,98.0321375914755,123.6857753942001,6773436.332855047,-29392872.133225814
6921.0,129273.71820030498,4206540.361810867,5307333.07627878,-7665.787735592913,92.64228451647085,116.8854732359342,6773439.148049091,-29392872.133217987
6922.0,121607.84764441925,4206630.3091399865,5307446.561564525,-7665.948464877079,87.25231945792527,110.08502978960264,6773441.963303959,-29392872.133210156
6923.0,113941.82127055083,4206714.866449783,5307553.246338358,-7666.099371470722,81.86224932250431,103.28445376924867,6773444.778616041,-29392872.13320233
6924.0,106275.64890147782,4206794.033638631,5307653.130472063,-7666.2404552049775,76.47208101697372,96.4837538890419,6773447.593981732,-29392872.133194506
6925.0,98609.34036014088,4206867.810611816,5307746.213846136,-7666.371715923566,71.0818214481906,89.68293886326725,6773450.409397422,-29392872.133186687
6926.0,90942.90546963068,4206936.197281527,5307832.496349789,-7666.4931534827965,65.69147752309452,82.88201740631368,6773453.224859507,-29392872.133178867
6927.0,83276.3540531753,4206999.1935668625,5307911.977880949,-7666.604767751567,60.301056148698734,76.08099823266306,6773456.040364377,-29392872.133171033
6928.0,75609.69593412755,4207056.799393825,5307984.658346255,-7666.706558611363,54.91056423208125,69.27989005687904,6773458.8559084255,-29392872.1331632
6929.0,67942.94093595256,4207109.014695327,5308050.537661063,-7666.7985259562565,49.52000868037602,62.47870159359581,6773461.671488044,-29392872.13315538
6930.0,60276.09888221504,4207155.839411186,5308109.615749442,-7666.880669692909,44.1293964007641,55.67744155750698,6773464.487099624,-29392872.133147553
6931.0,52609.17959656675,4207197.273488128,5308161.892544178,-7666.952989740568,38.73873430046476,48.876118663354404,6773467.302739562,-29392872.13313972
6932.0,44942.19290273391,4207233.316879786,5308207.367986769,-7667.015486031072,33.34802928672667,42.07474162591701,6773470.118404245,-29392872.133131895
6933.0,37275.1486245046,4207263.969546701,5308246.042027431,-7667.068158508845,27.957288266819013,35.27331915999961,6773472.934090069,-29392872.133124065
6934.0,29608.056585716215,4207289.23145632,5308277.91462509,-7667.111007130899,22.56651814802266,28.471859980421776,6773475.749793423,-29392872.133116238
6935.0,21940.9266102428,4207309.102582998,5308302.985747391,-7667.1440318668365,17.175725837621318,21.670372802006646,6773478.565510703,-29392872.1331084
6936.0,14273.76852198254,4207323.582907995,5308321.255370693,-7667.167232698843,11.784918242892667,14.868866339569756,6773481.3812382985,-29392872.133100577
6937.0,6606.592144845116,4207332.672419483,5308332.72348007,-7667.180609621694,6.3941022710995155,8.067349307907877,6773484.196972602,-29392872.133092754
6938.0,-1060.5926972608488,4207336.371112537,5308337.39006931,-7667.184162642754,1.0032848294809495,1.265830421787852,6773487.012710007,-29392872.133084927
6939.0,-8727.776180440393,4207334.678989141,5308335.255140914,-7667.177891781973,-4.387527174756518,-5.535681604064573,6773489.828446903,-29392872.13307711
6940.0,-16394.948480824794,4207327.596058188,5308326.318706101,-7667.161797071888,-9.778326834447796,-12.337178054975912,6773492.644179687,-29392872.133069273
6941.0,-24062.099774584167,4207315.122335473,5308310.580784803,-7667.135878557623,-15.169107242478063,-19.138650216336107,6773495.459904747,-29392872.133061443
6942.0,-31729.22023794004,4207297.257843703,5308288.0414056685,-7667.10013629689,-20.559861491791622,-25.9400893736097,6773498.275618477,-29392872.133053616
6943.0,-39396.300047177945,4207274.00261249,5308258.7006060565,-7667.054570359986,-25.950582675400753,-32.74148681234698,6773501.091317269,-29392872.13304578
6944.0,-47063.32937866001,4207245.356678353,5308222.558432044,-7666.999180829796,-31.341263886394543,-39.54283381819516,6773503.906997515,-29392872.13303796
6945.0,-54730.29840883754,4207211.320084717,5308179.614938421,-7666.9339678017905,-36.73189821794776,-46.344121676909566,6773506.722655608,-29392872.13303013
6946.0,-62397.1973142636,4207171.892881916,5308129.870188691,-7666.858931384026,-42.12247876332968,-53.145341674364744,6773509.538287939,-29392872.13302231
6947.0,-70064.0162716056,4207127.07512719,5308073.324255072,-7666.774071697143,-47.51299861591296,-59.94648509656567,6773512.353890901,-29392872.13301449
6948.0,-77730.74545765789,4207076.866884684,5308009.977218497,-7666.6793888743705,-52.903450869182464,-66.74754322965889,6773515.169460888,-29392872.133006662
6949.0,-85397.37504935433,4207021.268225452,5307939.829168612,-7666.57488306152,-58.2938286167441,-73.5485073599437,6773517.984994291,-29392872.132998828
6950.0,-93063.89522378093,4206960.279227451,5307862.880203777,-7666.460554416989,-63.684124952333704,-80.34936877388328,6773520.800487503,-29392872.13299101
6951.0,-100730.29615818831,4206893.899975548,5307779.130431064,-7666.336403111759,-69.07433296982586,-87.15011875811592,6773523.615936918,-29392872.132983174
6952.0,-108396.56803000443,4206822.130561511,5307688.579966261,-7666.202429329396,-74.46444576324276,-93.9507485994661,6773526.431338926,-29392872.13297535
6953.0,-116062.70101684709,4206744.97108402,5307591.228933866,-7666.05863326605,-79.85445642676304,-100.75124958495567,6773529.24668992,-29392872.13296753
6954.0,-123728.68529653653,4206662.421648658,5307487.077467091,-7665.905015130452,-85.24435805473061,-107.55161300181508,6773532.061986296,-29392872.132959697
6955.0,-131394.51104710798,4206574.482367911,5307376.125707862,-7665.741575143919,-90.63414374166356,-114.35183013749446,6773534.877224444,-29392872.13295187
6956.0,-139060.16844682433,4206481.153361174,5307258.373806816,-7665.56831354035,-96.02380658226294,-121.15189227967481,6773537.692400757,-29392872.13294405
6957.0,-146725.64767418866,4206382.434754747,5307133.8219233025,-7665.385230566223,-101.41333967142161,-127.95179071627916,6773540.507511631,-29392872.132936224
6958.0,-154390.9389079568,4206278.326681832,5307002.4702253835,-7665.192326480603,-106.80273610423315,-134.75151673548373,6773543.322553456,-29392872.1329284
6959.0,-162056.03232714988,4206168.829282538,5306864.318889832,-7664.989601555131,-112.1919889760006,-141.55106162572906,6773546.137522627,-29392872.132920574
6960.0,-169720.91811106706,4206053.942703879,5306719.368102132,-7664.777056074033,-117.58109138224542,-148.35041667573122,6773548.952415536,-29392872.132912748
6961.0,-177385.58643929794,4205933.667099773,5306567.61805648,-7664.554690334112,-122.97003641871622,-155.14957317449296,6773551.767228576,-29392872.13290494
6962.0,-185050.02749173527,4205808.002631041,5306409.068955783,-7664.322504644752,-128.35881718139768,-161.94852241131477,6773554.581958144,-29392872.132897116
6963.0,-192714.23144858744,4205676.94946541,5306243.721011657,-7664.080499327918,-133.74742676651937,-168.74725567580617,6773557.396600632,-29392872.132889286
6964.0,-200378.1884903911,4205540.507777507,5306071.574444432,-7663.82867471815,-139.13585827056457,-175.5457642578968,6773560.211152433,-29392872.132881463
6965.0,-208041.88879802375,4205398.677748868,5305892.629483142,-7663.56703116257,-144.52410479027915,-182.34403944784754,6773563.025609942,-29392872.13287363
6966.0,-215705.32255271624,4205251.459567928,5305706.886365536,-7663.295569020875,-149.9121594226804,-189.14207253626176,6773565.839969552,-29392872.13286581
6967.0,-223368.4799360655,4205098.853430023,5305514.34533807,-7663.014288665339,-155.3000152650658,-195.93985481409638,6773568.654227658,-29392872.132857982
6968.0,-231031.35113004694,4204940.8595373975,5305315.006655908,-7662.723190480814,-160.687665415022,-202.73737757267307,6773571.468380655,-29392872.132850155
6969.0,-238693.92631702713,4204777.478099193,5305108.870582924,-7662.422274864727,-166.07510297043348,-209.53463210368938,6773574.282424936,-29392872.13284234
6970.0,-246356.19567977637,4204608.7093314575,5304895.9373917,-7662.11154222708,-171.4623210294916,-216.33160969922992,6773577.096356896,-29392872.13283452
6971.0,-254018.14940148126,4204434.553457135,5304676.207363525,-7661.790992990449,-176.84931269070321,-223.12830165177746,6773579.910172931,-29392872.132826693
6972.0,-261679.77766575725,4204255.0107060755,5304449.680788396,-7661.460627589985,-182.2360710528997,-229.92469925422418,6773582.723869434,-29392872.132818878
6973.0,-269341.07065666124,4204070.0813150285,5304216.357965016,-7661.120446473411,-187.62258921524565,-236.72079379988267,6773585.5374428015,-29392872.132811062
6974.0,-277002.01855870406,4203879.765527644,5303976.239200796,-7660.770450101023,-193.00886027724783,-243.51657658249718,6773588.350889429,-29392872.132803243
6975.0,-284662.61155686324,4203684.0635944735,5303729.324811852,-7660.410638945688,-198.3948773387639,-250.3120388962548,6773591.164205713,-29392872.132795416
6976.0,-292322.8398365954,4203482.975772967,5303475.615123004,-7660.041013492846,-203.78063350001133,-257.10717203579645,6773593.977388046,-29392872.132787608
6977.0,-299982.69358384894,4203276.502327474,5303215.11046778,-7659.661574240506,-209.1661218615762,-263.90196729622824,6773596.790432827,-29392872.13277978
6978.0,-307642.16298507643,4203064.643529244,5302947.811188412,-7659.2723216992445,-214.551335524422,-270.69641597313245,6773599.603336451,-29392872.13277195
6979.0,-315301.23822724744,4202847.399656424,5302673.717635835,-7658.873256392209,-219.9362675898986,-277.49050936257873,6773602.416095312,-29392872.132764142
6980.0,-322959.9094978608,4202624.7709940635,5302392.830169687,-7658.464378855116,-225.3209111597509,-284.2842387611352,6773605.2287058085,-29392872.132756334
6981.0,-330618.16698495764,4202396.757834105,5302105.149158312,-7658.045689636246,-230.70525933612774,-291.0775954658797,6773608.041164338,-29392872.13274851
6982.0,-338276.00087713334,4202163.360475391,5301810.674978755,-7657.617189296448,-236.08930522159082,-297.87057077441085,6773610.853467296,-29392872.132740695
6983.0,-345933.40136355057,4201924.579223662,5301509.408016764,-7657.178878409135,-241.47304191912338,-304.66315598485915,6773613.665611079,-29392872.13273288
6984.0,-353590.35863395163,4201680.414391553,5301201.348666785,-7656.730757560286,-246.8564625321391,-311.45534239589824,6773616.477592085,-29392872.13272506
6985.0,-361246.86287867115,4201430.866298598,5300886.497331971,-7656.272827348444,-252.2395601644909,-318.24712130675596,6773619.289406712,-29392872.13271724
6986.0,-368902.9042886485,4201175.935271225,5300564.854424171,-7655.805088384711,-257.6223279204799,-325.03848401722547,6773622.101051357,-29392872.132709425
6987.0,-376558.4730554406,4200915.621642758,5300236.420363937,-7655.327541292755,-263.00475890486405,-331.82942182767647,6773624.912522417,-29392872.13270162
6988.0,-384213.55937123403,4200649.9257534165,5299901.195580516,-7654.840186708804,-268.386846222867,-338.61992603906623,6773627.723816291,-29392872.132693805
6989.0,-391868.15342885815,4200378.847950313,5299559.180511858,-7654.343025281646,-273.7685829801871,-345.40998795295076,6773630.534929379,-29392872.13268598
6990.0,-399522.24542179727,4200102.388587456,5299210.375604611,-7653.836057672627,-279.14996228300595,-352.19959887149605,6773633.3458580775,-29392872.132678162
6991.0,-407175.8255442034,4199820.548025748,5298854.781314117,-7653.319284555652,-284.5309772379975,-358.98875009748906,6773636.156598786,-29392872.13267034
6992.0,-414828.8839909086,4199533.326632981,5298492.398104417,-7652.792706617182,-289.91162095233665,-365.7774329343489,6773638.9671479035,-29392872.13266252
6993.0,-422481.41095743777,4199240.724783843,5298123.226448249,-7652.256324556237,-295.2918865337082,-372.56563868613796,6773641.777501828,-29392872.132654715
6994.0,-430133.39664002106,4198942.742859914,5297747.266827045,-7651.710139084388,-300.6717670903156,-379.35335865757315,6773644.587656962,-29392872.132646892
6995.0,-437784.8312356065,4198639.3812496625,5297364.519730933,-7651.154150925763,-306.0512557308899,-386.1405841540368,6773647.3976097,-29392872.132639095
6996.0,-445435.70494187257,4198330.640348451,5296974.985658736,-7650.5883608170425,-311.4303455646984,-392.92730648158795,6773650.207356449,-29392872.13263128
6997.0,-453086.0079572406,4198016.520558532,5296578.66511797,-7650.012769507457,-316.80902970155364,-399.71351694697347,6773653.016893606,-29392872.132623475
6998.0,-460735.7304808875,4197697.022289048,5296175.558624842,-7649.427377758791,-322.1873012518219,-406.4992068576392,6773655.826217572,-29392872.13261566
6999.0,-468384.8627127582,4197372.145956028,5295765.666704254,-7648.832186345377,-327.5651533264325,-413.2843675217409,6773658.635324747,-29392872.132607862
7000.0,-476033.39485357824,4197041.891982394,5295348.989889799,-7648.227196054095,-332.9425790368862,-420.06899024815556,6773661.444211534,-29392872.13260006
7001.0,-483681.3171048663,4196706.260797954,5294925.528723758,-7647.612407684374,-338.31957149526414,-426.8530663464926,6773664.252874334,-29392872.132592257
7002.0,-491328.61966894695,4196365.252839404,5294495.2837571055,-7646.9878220481905,-343.6961238142369,-433.63658712710463,6773667.061309549,-29392872.132584445
7003.0,-498975.2927489627,4196018.868550326,5294058.2555495035,-7646.353439970064,-349.07222910707287,-440.41954390109896,6773669.869513581,-29392872.13257664
7004.0,-506621.32654888707,4195667.108381189,5293614.444669303,-7645.709262287058,-354.44788048764735,-447.20192798034856,6773672.677482829,-29392872.132568855
7005.0,-514266.71127353684,4195309.97278935,5293163.851693542,-7645.05528984878,-359.8230710704514,-453.98373067750305,6773675.485213703,-29392872.132561047
7006.0,-521911.43712858466,4194947.462239048,5292706.477207947,-7644.39152351738,-365.1977939706005,-460.764943306,6773678.292702599,-29392872.132553253
7007.0,-529555.4943205717,4194579.577201408,5292242.321806929,-7643.717964167545,-370.5720423038433,-467.5455571800761,6773681.099945925,-29392872.132545453
7008.0,-537198.8730569199,4194206.3181544403,5291771.386093586,-7643.034612686503,-375.9458091865707,-474.325563614778,6773683.906940084,-29392872.13253765
7009.0,-544841.5635459448,4193827.6855830355,5291293.670679699,-7642.341469974022,-381.3190877358245,-481.10495392597363,6773686.713681478,-29392872.13252986
7010.0,-552483.555996868,4193443.6799789686,5290809.176185734,-7641.638536942403,-386.6918710693061,-487.88371943036327,6773689.5201665135,-29392872.132522058
7011.0,-560124.8406198296,4193054.3018408967,5290317.903240838,-7640.925814516485,-392.06415230538545,-494.66185144549064,6773692.3263915945,-29392872.132514257
7012.0,-567765.4076259009,4192659.5516743576,5289819.852482843,-7640.203303633638,-397.43592456310984,-501.43934128975405,6773695.132353126,-29392872.132506453
