t_s,x_m,y_m,vx_mps,vy_mps,r_m,E_spec
8513.0,-6625248.212074916,-1420976.4199151625,1607.883295817544,-7493.878593134123,6775919.70566039,-29392872.12633095
8514.0,-6623636.088918063,-1428469.3891472642,1616.3619873130788,-7492.055075665924,6775919.113607285,-29392872.1263326
8515.0,-6622015.488100289,-1435960.5300664944,1624.83861223812,-7490.2219685577675,6775918.5184408,-29392872.12633425
8516.0,-6620386.411693587,-1443449.8330843796,1633.3131597539361,-7488.379274148286,6775917.920161696,-29392872.126335904
8517.0,-6618748.861780782,-1450937.288614791,1641.7856190244345,-7486.526994788346,6775917.318770739,-29392872.126337565
8518.0,-6617102.840455539,-1458422.8870739562,1650.255979216175,-7484.665132841047,6775916.7142686965,-29392872.126339246
8519.0,-6615448.349822351,-1465906.6188804728,1658.7242294983844,-7482.793690681715,6775916.106656343,-29392872.126340915
8520.0,-6613785.391996542,-1473388.4744553196,1667.190359042969,-7480.9126706979,6775915.495934452,-29392872.126342617
8521.0,-6612113.969104265,-1480868.4442218686,1675.6543570245294,-7479.022075289374,6775914.882103808,-29392872.1263443
8522.0,-6610434.083282493,-1488346.5186058984,1684.1162126203737,-7477.1219068681285,6775914.265165192,-29392872.126346026
8523.0,-6608745.736679024,-1495822.688035605,1692.5759150105316,-7475.212167858371,6775913.645119398,-29392872.12634773
8524.0,-6607048.931452472,-1503296.9429416151,1701.0334533777677,-7473.292860696521,6775913.021967214,-29392872.126349464
8525.0,-6605343.669772268,-1510769.2737569981,1709.4888169075957,-7471.363987831207,6775912.395709439,-29392872.126351196
8526.0,-6603629.9538186565,-1518239.6709172777,1717.9419947882918,-7469.425551723266,6775911.766346873,-29392872.126352947
8527.0,-6601907.785782692,-1525708.1248604446,1726.392976210909,-7467.477554845736,6775911.133880321,-29392872.12635469
8528.0,-6600177.167866236,-1533174.626026969,1734.8417503692901,-7465.519999683858,6775910.498310593,-29392872.126356445
8529.0,-6598438.102281953,-1540639.1648598122,1743.288306460082,-7463.552888735068,6775909.859638497,-29392872.12635823
8530.0,-6596690.591253315,-1548101.731804439,1751.7326336827487,-7461.576224508997,6775909.217864856,-29392872.12636
8531.0,-6594934.637014587,-1555562.31730883,1760.1747212395862,-7459.590009527467,6775908.572990485,-29392872.126361802
8532.0,-6593170.241810836,-1563020.911823494,1768.6145583357352,-7457.594246324488,6775907.925016211,-29392872.126363594
8533.0,-6591397.407897917,-1570477.5058014789,1777.052134179195,-7455.588937446253,6775907.273942864,-29392872.12636539
8534.0,-6589616.137542478,-1577932.0896983861,1785.487437980838,-7453.574085451138,6775906.619771273,-29392872.126367208
8535.0,-6587826.433021954,-1585384.653972381,1793.9204589544222,-7451.549692909695,6775905.962502276,-29392872.126369033
8536.0,-6586028.296624567,-1592835.1890842055,1802.3511863166057,-7449.515762404654,6775905.302136713,-29392872.126370877
8537.0,-6584221.73064932,-1600283.6854971903,1810.7796092869603,-7447.472296530914,6775904.63867543,-29392872.12637271
8538.0,-6582406.737405993,-1607730.1336772672,1819.205717087985,-7445.419297895543,6775903.972119273,-29392872.12637456
8539.0,-6580583.319215144,-1615174.5240929814,1827.6294989451198,-7443.356769117776,6775903.302469095,-29392872.126376413
8540.0,-6578751.478408103,-1622616.8472155028,1836.0509440867597,-7441.284712829006,6775902.629725753,-29392872.12637828
8541.0,-6576911.21732697,-1630057.0935186392,1844.4700417442677,-7439.203131672787,6775901.953890107,-29392872.12638015
8542.0,-6575062.538324614,-1637495.2534788481,1852.886781151989,-7437.112028304828,6775901.274963019,-29392872.126382038
8543.0,-6573205.443764666,-1644931.3175752487,1861.3011515472647,-7435.011405392988,6775900.59294536,-29392872.126383934
8544.0,-6571339.936021519,-1652365.276289634,1869.7131421704453,-7432.901265617278,6775899.907838,-29392872.12638583
8545.0,-6569466.017480325,-1659797.120106483,1878.1227422649044,-7430.7816116698505,6775899.219641817,-29392872.126387727
8546.0,-6567583.69053699,-1667226.8395129736,1886.5299410770526,-7428.6524462550005,6775898.528357688,-29392872.12638965
8547.0,-6565692.957598171,-1674654.424998993,1894.9347278563505,-7426.513772089163,6775897.833986499,-29392872.12639157
8548.0,-6563793.821081277,-1682079.8670571519,1903.3370918553233,-7424.365591900904,6775897.136529137,-29392872.12639351
8549.0,-6561886.28341446,-1689503.1561827948,1911.7370223295736,-7422.207908430926,6775896.435986493,-29392872.12639546
8550.0,-6559970.347036618,-1696924.2828740135,1920.1345085377957,-7420.040724432056,6775895.732359465,-29392872.12639741
8551.0,-6558046.014397385,-1704343.2376316588,1928.5295397417888,-7417.864042669246,6775895.025648951,-29392872.126399364
8552.0,-6556113.287957134,-1711760.0109593521,1936.922105206471,-7415.67786591957,6775894.315855853,-29392872.12640134
8553.0,-6554172.170186971,-1719174.593363498,1945.3121941998932,-7413.482196972218,6775893.602981081,-29392872.126403317
8554.0,-6552222.663568733,-1726586.9753532966,1953.6997959932514,-7411.277038628495,6775892.887025546,-29392872.126405302
8555.0,-6550264.770594984,-1733997.147440755,1962.084899860902,-7409.062393701815,6775892.167990164,-29392872.12640729
8556.0,-6548298.493769011,-1741405.1001407003,1970.4674950803744,-7406.838265017702,6775891.445875852,-29392872.1264093
8557.0,-6546323.835604824,-1748810.8239707905,1978.847570932385,-7404.60465541378,6775890.7206835365,-29392872.126411296
8558.0,-6544340.798627147,-1756214.309451528,1987.225116700851,-7402.361567739775,6775889.992414142,-29392872.12641331
8559.0,-6542349.385371422,-1763615.5471062702,1995.6001216729035,-7400.109004857507,6775889.261068599,-29392872.12641535
8560.0,-6540349.598383801,-1771014.527461243,2003.9725751389012,-7397.846969640891,6775888.526647846,-29392872.126417384
8561.0,-6538341.440221144,-1778411.241045552,2012.3424663924447,-7395.57546497593,6775887.78915282,-29392872.126419425
8562.0,-6536324.913451016,-1785805.6783911951,2020.7097847303894,-7393.294493760712,6775887.048584463,-29392872.12642148
8563.0,-6534300.020651683,-1793197.8300330737,2029.0745194528595,-7391.004058905406,6775886.304943724,-29392872.12642354
8564.0,-6532266.764412111,-1800587.686509006,2037.436659863261,-7388.704163332261,6775885.558231552,-29392872.126425605
8565.0,-6530225.147331957,-1807975.2383597381,2045.796195268296,-7386.394809975597,6775884.808448903,-29392872.126427684
8566.0,-6528175.172021573,-1815360.476128957,2054.153114977976,-7384.076001781809,6775884.055596734,-29392872.126429785
8567.0,-6526116.841102,-1822743.3903633016,2062.507408305636,-7381.747741709357,6775883.299676009,-29392872.126431882
8568.0,-6524050.157204961,-1830123.9716123757,2070.859064567947,-7379.410032728762,6775882.540687695,-29392872.126433983
8569.0,-6521975.122972864,-1837502.2104287592,2079.20807308493,-7377.062877822608,6775881.778632762,-29392872.126436085
8570.0,-6519891.741058791,-1844878.097368021,2087.554423179971,-7374.706279985532,6775881.013512183,-29392872.126438215
8571.0,-6517800.014126503,-1852251.6229887304,2095.898104179831,-7372.340242224224,6775880.245326937,-29392872.12644034
8572.0,-6515699.944850431,-1859622.7778524696,2104.239105414664,-7369.964767557422,6775879.474078006,-29392872.12644249
8573.0,-6513591.535915674,-1866991.5525238453,2112.5774162180282,-7367.579859015909,6775878.699766378,-29392872.126444638
8574.0,-6511474.790017995,-1874357.9375705016,2120.9130259268986,-7365.185519642508,6775877.922393042,-29392872.126446784
8575.0,-6509349.70986382,-1881721.9235631304,2129.245923881683,-7362.781752492077,6775877.141958989,-29392872.12644896
8576.0,-6507216.298170232,-1889083.5010754857,2137.5760994262346,-7360.368560631511,6775876.358465222,-29392872.126451116
8577.0,-6505074.557664968,-1896442.6606843935,2145.9035419078637,-7357.9459471397295,6775875.5719127385,-29392872.126453303
8578.0,-6502924.491086417,-1903799.3929697652,2154.228240677354,-7355.513915107679,6775874.782302546,-29392872.126455486
8579.0,-6500766.101183614,-1911153.688514609,2162.550185088974,-7353.072467638329,6775873.989635654,-29392872.126457684
8580.0,-6498599.390716239,-1918505.5379050418,2170.8693645004932,-7350.621607846662,6775873.193913075,-29392872.126459893
8581.0,-6496424.362454613,-1925854.931730302,2179.1857682731925,-7348.161338859678,6775872.395135828,-29392872.12646211
8582.0,-6494241.019179693,-1933201.860582761,2187.4993857718796,-7345.691663816384,6775871.593304934,-29392872.126464333
8583.0,-6492049.363683069,-1940546.3150579347,2195.810206364902,-7343.212585867794,6775870.788421417,-29392872.12646657
8584.0,-6489849.398766963,-1947888.2857544967,2204.118219424161,-7340.724108176922,6775869.980486306,-29392872.126468815
8585.0,-6487641.127244221,-1955227.7632742887,2212.423414325124,-7338.22623391878,6775869.169500636,-29392872.126471054
8586.0,-6485424.551938313,-1962564.738222334,2220.72578044684,-7335.718966280375,6775868.355465443,-29392872.12647331
8587.0,-6483199.675683327,-1969899.2012068492,2229.0253071719503,-7333.202308460702,6775867.5383817665,-29392872.126475576
8588.0,-6480966.501323968,-1977231.1428392553,2237.321983886705,-7330.676263670741,6775866.718250653,-29392872.126477852
8589.0,-6478725.031715553,-1984560.5537341905,2245.6157999809743,-7328.140835133455,6775865.895073149,-29392872.12648014
8590.0,-6476475.269724006,-1991887.424509522,2253.9067448482633,-7325.596026083783,6775865.06885031,-29392872.12648243
8591.0,-6474217.218225856,-1999211.745786358,2262.194807885725,-7323.041839768638,6775864.23958319,-29392872.126484726
8592.0,-6471950.8801082345,-2006533.5081890593,2270.479978494173,-7320.478279446902,6775863.40727285,-29392872.12648704
8593.0,-6469676.258268868,-2013852.7023452518,2278.7622460780967,-7317.905348389422,6775862.571920356,-29392872.126489345
8594.0,-6467393.355616078,-2021169.3188858381,2287.0416000456735,-7315.323049879007,6775861.733526773,-29392872.126491666
8595.0,-6465102.175068776,-2028483.3484450097,2295.3180298087827,-7312.731387210421,6775860.892093174,-29392872.126493998
8596.0,-6462802.71955646,-2035794.7816602588,2303.5915247830185,-7310.130363690382,6775860.0476206355,-29392872.126496345
8597.0,-6460494.992019211,-2043103.6091723903,2311.862074387704,-7307.5199826375565,6775859.200110238,-29392872.126498688
8598.0,-6458178.995407686,-2050409.821625534,2320.1296680459045,-7304.900247382555,6775858.349563063,-29392872.126501042
8599.0,-6455854.732683119,-2057713.4096671555,2328.3942951844406,-7302.271161267928,6775857.495980199,-29392872.126503408
8600.0,-6453522.206817317,-2065014.3639480697,2336.655945233903,-7299.632727648162,6775856.6393627385,-29392872.12650578
8601.0,-6451181.420792651,-2072312.6751224517,2344.9146076286634,-7296.984949889675,6775855.779711775,-29392872.126508173
8602.0,-6448832.37760206,-2079608.333847849,2353.1702718068905,-7294.327831370813,6775854.917028409,-29392872.126510546
8603.0,-6446475.080249038,-2086901.3307851932,2361.422927210562,-7291.661375481846,6775854.051313741,-29392872.126512963
8604.0,-6444109.531747639,-2094191.6565988127,2369.6725632854786,-7288.985585624962,6775853.182568883,-29392872.12651536
8605.0,-6441735.735122467,-2101479.301956443,2377.919169481277,-7286.300465214264,6775852.310794941,-29392872.12651777
8606.0,-6439353.693408677,-2108764.257529241,2386.162735251444,-7283.606017675763,6775851.435993032,-29392872.126520194
8607.0,-6436963.409651965,-2116046.5139917945,2394.403250053328,-7280.902246447379,6775850.558164272,-29392872.12652263
8608.0,-6434564.88690857,-2123326.0620221356,2402.640703348156,-7278.189154978934,6775849.677309786,-29392872.12652507
8609.0,-6432158.128245268,-2130602.892301752,2410.875084601043,-7275.466746732145,6775848.793430699,-29392872.126527537
8610.0,-6429743.136739368,-2137876.9955156,2419.1063832810087,-7272.735025180624,6775847.906528142,-29392872.126529984
8611.0,-6427319.915478706,-2145148.3623521132,2427.3345888609883,-7269.99399380987,6775847.016603249,-29392872.12653245
8612.0,-6424888.467561646,-2152416.983503219,2435.5596908178477,-7267.243656117266,6775846.123657158,-29392872.126534928
8613.0,-6422448.796097071,-2159682.8496643477,2443.7816786323956,-7264.484015612078,6775845.227691011,-29392872.12653741
8614.0,-6420000.904204381,-2166945.9515344435,2452.000541789398,-7261.715075815445,6775844.32870595,-29392872.12653991
8615.0,-6417544.795013491,-2174206.279815979,2460.2162697775916,-7258.936840260376,6775843.426703128,-29392872.12654241
8616.0,-6415080.471664825,-2181463.8252149643,2468.4288520896953,-7256.149312491749,6775842.5216836985,-29392872.12654492
8617.0,-6412607.937309312,-2188718.578440962,2476.638278222426,-7253.352496066302,6775841.613648817,-29392872.12654744
8618.0,-6410127.19510838,-2195970.5302070966,2484.84453767651,-7250.546394552632,6775840.7025996465,-29392872.12654996
8619.0,-6407638.248233959,-2203219.671230067,2493.047619956698,-7247.7310115311875,6775839.7885373505,-29392872.126552496
8620.0,-6405141.099868468,-2210465.9922301588,2501.247514571777,-7244.906350594268,6775838.871463099,-29392872.126555033
8621.0,-6402635.753204816,-2217709.4839312555,2509.4442110345854,-7242.072415346014,6775837.9513780605,-29392872.126557596
8622.0,-6400122.211446398,-2224950.137060851,2517.6376988620236,-7239.229209402409,6775837.028283416,-29392872.12656016
8623.0,-6397600.477807092,-2232187.9423500607,2525.82796757507,-7236.376736391268,6775836.102180344,-29392872.126562722
8624.0,-6395070.555511248,-2239422.890533634,2534.0150066987935,-7233.514999952239,6775835.173070029,-29392872.1265653
8625.0,-6392532.447793694,-2246654.9723499655,2542.198805762366,-7230.644003736795,6775834.24095366,-29392872.126567885
8626.0,-6389986.157899723,-2253884.1785411076,2550.379354299077,-7227.763751408228,6775833.305832427,-29392872.12657047
8627.0,-6387431.689085096,-2261110.4998527816,2558.5566418463454,-7224.874246641651,6775832.367707526,-29392872.126573067
8628.0,-6384869.044616031,-2268333.9270343906,2566.730657945734,-7221.975493123984,6775831.426580157,-29392872.12657568
8629.0,-6382298.227769205,-2275554.450839029,2574.901392142963,-7219.067494553959,6775830.482451524,-29392872.126578297
8630.0,-6379719.241831746,-2282772.062023498,2583.068833987922,-7216.150254642106,6775829.535322833,-29392872.126580916
8631.0,-6377132.090101229,-2289986.7513483134,2591.2329730346846,-7213.2237771107575,6775828.585195295,-29392872.126583558
8632.0,-6374536.775885676,-2297198.5095777195,2599.393798841521,-7210.288065694036,6775827.632070126,-29392872.12658619
8633.0,-6371933.302503547,-2304407.327479701,2607.5513009709116,-7207.343124137854,6775826.675948544,-29392872.12658884
8634.0,-6369321.673283735,-2311613.195825995,2615.7054689895594,-7204.388956199907,6775825.716831772,-29392872.126591496
8635.0,-6366701.891565568,-2318816.1053921008,2623.8562924684047,-7201.425565649671,6775824.754721034,-29392872.126594175
8636.0,-6364073.960698798,-2326016.0469572945,2632.0037609826377,-7198.452956268395,6775823.7896175645,-29392872.12659684
8637.0,-6361437.884043603,-2333213.011304638,2640.147864111711,-7195.471131849097,6775822.821522594,-29392872.126599528
8638.0,-6358793.664970576,-2340406.9892209927,2648.288591439354,-7192.480096196563,6775821.850437362,-29392872.126602218
8639.0,-6356141.306860725,-2347597.9714970314,2656.4259325535863,-7189.479853127336,6775820.876363111,-29392872.126604903
8640.0,-6353480.81310547,-2354785.9489272474,2664.559877046729,-7186.470406469715,6775819.899301083,-29392872.12660761
8641.0,-6350812.187106633,-2361970.9123099707,2672.6904145154203,-7183.45176006375,6775818.919252531,-29392872.126610324
8642.0,-6348135.432276439,-2369152.852447375,2680.8175345606273,-7180.423917761235,6775817.936218704,-29392872.126613066
8643.0,-6345450.552037511,-2376331.760145493,2688.94122678766,-7177.386883425707,6775816.950200863,-29392872.126615804
8644.0,-6342757.549822863,-2383507.6262142262,2697.061480806184,-7174.3406609324375,6775815.961200267,-29392872.126618557
8645.0,-6340056.429075899,-2390680.441467358,2705.1782862302343,-7171.285254168429,6775814.969218182,-29392872.1266213
8646.0,-6337347.193250403,-2397850.196722563,2713.291632678227,-7168.220667032409,6775813.974255875,-29392872.12662405
8647.0,-6334629.845810542,-2405016.8828014224,2721.401509772975,-7165.146903434829,6775812.976314618,-29392872.126626823
8648.0,-6331904.390230857,-2412180.4905294324,2729.5079071416985,-7162.063967297854,6775811.975395688,-29392872.1266296
8649.0,-6329170.829996258,-2419341.010736018,2737.6108144160407,-7158.971862555361,6775810.971500364,-29392872.126632385
8650.0,-6326429.168602024,-2426498.4342545434,2745.710221232079,-7155.870593152935,6775809.9646299295,-29392872.126635186
8651.0,-6323679.409553794,-2433652.751922324,2753.8061172303396,-7152.760163047859,6775808.954785674,-29392872.12663798
8652.0,-6320921.556367564,-2440803.954580639,2761.8984920558096,-7149.640576209116,6775807.941968886,-29392872.126640785
8653.0,-6318155.612569682,-2447952.033074742,2769.987335357951,-7146.511836617377,6775806.926180863,-29392872.126643598
8654.0,-6315381.581696847,-2455096.9782538735,2778.072636790713,-7143.373948265002,6775805.9074229,-29392872.126646433
8655.0,-6312599.467296101,-2462238.780971272,2786.1543860125466,-7140.22691515603,6775804.885696305,-29392872.12664926
8656.0,-6309809.272924823,-2469377.4320841855,2794.232572686416,-7137.070741306179,6775803.86100238,-29392872.1266521
8657.0,-6307011.002150727,-2476512.922453884,2802.3071864798126,-7133.905430742836,6775802.833342437,-29392872.126654956
8658.0,-6304204.658551862,-2483645.242945671,2810.3782170647687,-7130.730987505054,6775801.802717792,-29392872.1266578
8659.0,-6301390.245716598,-2490774.384428894,2818.44565411787,-7127.547415643548,6775800.769129758,-29392872.126660682
8660.0,-6298567.7672436265,-2497900.337776958,2826.509487320269,-7124.35471922069,6775799.732579661,-29392872.12666356
8661.0,-6295737.226741957,-2505023.0938673355,2834.5697063576963,-7121.1529023105,6775798.693068824,-29392872.126666434
8662.0,-6292898.6278309105,-2512142.6435815794,2842.6263009204777,-7117.941968998646,6775797.650598577,-29392872.12666933
8663.0,-6290051.974140115,-2519258.977805333,2850.6792607035436,-7114.721923382436,6775796.605170254,-29392872.12667223
8664.0,-6287197.269309503,-2526372.0874283444,2858.728575406444,-7111.492769570813,6775795.55678519,-29392872.12667514
8665.0,-6284334.516989302,-2533481.9633444753,2866.774234733361,-7108.254511684349,6775794.505444726,-29392872.126678053
8666.0,-6281463.720840036,-2540588.5964517132,2874.816228393122,-7105.007153855244,6775793.451150207,-29392872.126680978
8667.0,-6278584.884532516,-2547691.9776521856,2882.8545460992127,-7101.750700227314,6775792.393902981,-29392872.12668391
8668.0,-6275698.011747838,-2554792.097852168,2890.8891775697907,-7098.4851549559935,6775791.3337044,-29392872.12668684
8669.0,-6272803.106177377,-2561888.947962098,2898.9201125276977,-7095.210522208324,6775790.270555818,-29392872.12668978
8670.0,-6269900.171522782,-2568982.518896585,2906.947340700473,-7091.92680616295,6775789.204458596,-29392872.126692742
8671.0,-6266989.211495975,-2576072.801574424,2914.970851820367,-7088.634011010117,6775788.135414097,-29392872.126695704
8672.0,-6264070.229819141,-2583159.786918605,2922.990635624354,-7085.332140951664,6775787.063423688,-29392872.126698684
8673.0,-6261143.230224727,-2590243.465856327,2931.006681854145,-7082.021200201017,6775785.988488739,-29392872.126701668
8674.0,-6258208.2164554335,-2597323.829319007,2939.0189802562004,-7078.701192983185,6775784.9106106255,-29392872.126704656
8675.0,-6255265.192264214,-2604400.868242293,2947.0275205817447,-7075.372123534756,6775783.829790725,-29392872.12670765
8676.0,-6252314.161414269,-2611474.5735660763,2955.032292586777,-7072.033996103888,6775782.74603042,-29392872.12671065
8677.0,-6249355.127679041,-2618544.9362345007,2963.0332860320873,-7068.686814950308,6775781.659331096,-29392872.12671366
8678.0,-6246388.094842205,-2625611.947195977,2971.0304906832653,-7065.330584345303,6775780.569694143,-29392872.12671669
8679.0,-6243413.066697673,-2632675.5974031915,2979.0238963107176,-7061.965308571716,6775779.477120953,-29392872.12671972
8680.0,-6240430.047049583,-2639735.8778131204,2987.0134926896785,-7058.590991923944,6775778.381612925,-29392872.126722757
8681.0,-6237439.039712294,-2646792.7793870396,2994.9992696002237,-7055.207638707924,6775777.283171458,-29392872.1267258
8682.0,-6234440.048510383,-2653846.2930905363,3002.981216827282,-7051.815253241138,6775776.181797959,-29392872.12672885
8683.0,-6231433.077278639,-2660896.4098935216,3010.9593241606503,-7048.413839852598,6775775.077493833,-29392872.126731917
8684.0,-6228418.129862062,-2667943.120770241,3018.9335813950056,-7045.0034028828495,6775773.970260495,-29392872.126734972
8685.0,-6225395.21011585,-2674986.416699287,3026.903978329917,-7041.583946683957,6775772.86009936,-29392872.126738053
8686.0,-6222364.3219054025,-2682026.288663609,3034.870504769862,-7038.155475619506,6775771.747011847,-29392872.12674114
8687.0,-6219325.469106311,-2689062.7276505264,3042.833150524234,-7034.717994064595,6775770.630999379,-29392872.126744233
8688.0,-6216278.655604354,-2696095.7246517385,3050.7919054073614,-7031.271506405827,6775769.512063383,-29392872.12674734
8689.0,-6213223.885295495,-2703125.2706633382,3058.7467592385156,-7027.8160170413075,6775768.390205291,-29392872.12675045
8690.0,-6210161.162085877,-2710151.3566858214,3066.697701841927,-7024.35153038064,6775767.265426536,-29392872.12675357
8691.0,-6207090.489891812,-2717173.9737240993,3074.644723046797,-7020.878050844915,6775766.137728558,-29392872.126756694
8692.0,-6204011.872639784,-2724193.112787511,3082.5878126873104,-7017.39558286671,6775765.007112799,-29392872.12675982
8693.0,-6200925.314266438,-2731208.764889833,3090.5269606026486,-7013.904130890081,6775763.873580703,-29392872.126762968
8694.0,-6197830.818718578,-2738220.9210492913,3098.462156637004,-7010.4036993705595,6775762.737133719,-29392872.12676612
8695.0,-6194728.389953163,-2745229.572288574,3106.39339063959,-7006.894292775141,6775761.597773303,-29392872.12676927
8696.0,-6191618.031937299,-2752234.709634842,3114.320652464657,-7003.375915582287,6775760.45550091,-29392872.12677243
8697.0,-6188499.748648235,-2759236.324119739,3122.243931971503,-6999.848572281914,6775759.310318001,-29392872.126775615
8698.0,-6185373.544073356,-2766234.4067794057,3130.163219024488,-6996.312267375391,6775758.16222604,-29392872.126778796
8699.0,-6182239.422210186,-2773228.9486544896,3138.078503493047,-6992.767005375529,6775757.011226497,-29392872.12678198
8700.0,-6179097.387066371,-2780219.940790157,3145.9897752517,-6989.212790806584,6775755.8573208405,-29392872.126785178
8701.0,-6175947.442659683,-2787207.374236103,3153.897024180069,-6985.649628204242,6775754.7005105475,-29392872.1267884
8702.0,-6172789.593018011,-2794191.2400465654,3161.8002401628887,-6982.077522115618,6775753.540797099,-29392872.12679161
8703.0,-6169623.842179357,-2801171.5292803342,3169.6994130900193,-6978.496477099252,6775752.378181975,-29392872.12679483
8704.0,-6166450.194191831,-2808148.2330007637,3177.59453285646,-6974.906497725096,6775751.212666665,-29392872.12679806
8705.0,-6163268.653113645,-2815121.3422757844,3185.485589362361,-6971.307588574518,6775750.044252658,-29392872.1268013
8706.0,-6160079.223013106,-2822090.8481779126,3193.372572513039,-6967.69975424029,6775748.8729414465,-29392872.126804553
8707.0,-6156881.907968617,-2829056.741784265,3201.2554722189852,-6964.08299932658,6775747.69873453,-29392872.12680781
8708.0,-6153676.712068668,-2836019.014176566,3209.134278395883,-6960.457328448953,6775746.521633412,-29392872.12681107
8709.0,-6150463.639411826,-2842977.656441163,3217.008980964618,-6956.822746234363,6775745.341639593,-29392872.12681435
8710.0,-6147242.694106739,-2849932.6596690346,3224.8795698512918,-6953.179257321142,6775744.158754586,-29392872.12681762
8711.0,-6144013.880272124,-2856884.014955805,3232.7460349872345,-6949.526866359002,6775742.972979902,-29392872.12682091
8712.0,-6140777.2020367645,-2863831.713401753,3240.608366309018,-6945.865578009024,6775741.784317057,-29392872.126824208
8713.0,-6137532.663539506,-2870775.7461118232,3248.4665537584688,-6942.195396943652,6775740.592767571,-29392872.12682751
8714.0,-6134280.268929247,-2877716.10419564,3256.3205872826793,-6938.51632784669,6775739.398332967,-29392872.12683083
8715.0,-6131020.02236494,-2884652.7787675164,3264.1704568340233,-6934.828375413294,6775738.201014775,-29392872.126834147
8716.0,-6127751.928015579,-2891585.760946466,3272.0161523701663,-6931.131544349969,6775737.000814524,-29392872.126837473
8717.0,-6124475.990060199,-2898515.0418562163,3279.8576638540794,-6927.425839374557,6775735.797733748,-29392872.12684081
8718.0,-6121192.2126878705,-2905440.6126252157,3287.6949812540524,-6923.711265216237,6775734.591773988,-29392872.126844157
8719.0,-6117900.600097692,-2912362.464386649,3295.528094543706,-6919.987826615517,6775733.382936785,-29392872.126847494
8720.0,-6114601.156498783,-2919280.588278447,3303.3569937020047,-6916.255528324228,6775732.171223683,-29392872.12685086
8721.0,-6111293.886110287,-2926194.9754432975,3311.181668713269,-6912.514375105517,6775730.956636234,-29392872.126854226
8722.0,-6107978.793161356,-2933105.617028658,3319.00210956719,-6908.7643717338415,6775729.739175989,-29392872.12685761
8723.0,-6104655.881891152,-2940012.504186765,3326.8183062588396,-6905.005522994966,6775728.518844506,-29392872.126861002
8724.0,-6101325.156548838,-2946915.6280746474,3334.630248788685,-6901.237833685952,6775727.295643346,-29392872.12686438
8725.0,-6097986.621393574,-2953814.9798541367,3342.4379271626017,-6897.461308615154,6775726.069574073,-29392872.12686779
8726.0,-6094640.280694513,-2960710.550691878,3350.241331391884,-6893.675952602214,6775724.840638254,-29392872.1268712
8727.0,-6091286.1387307905,-2967602.331759341,3358.0404514932607,-6889.881770478055,6775723.60883746,-29392872.12687462
8728.0,-6087924.199791526,-2974490.3142328337,3365.835277488905,-6886.078767084873,6775722.374173269,-29392872.126878038
8729.0,-6084554.468175814,-2981374.489293511,3373.625799406449,-6882.266947276134,6775721.136647258,-29392872.12688146
8730.0,-6081176.948192714,-2988254.848127386,3381.4120072789965,-6878.446315916564,6775719.8962610075,-29392872.126884904
8731.0,-6077791.644161255,-2995131.381925344,3389.193891145135,-6874.616877882149,6775718.653016106,-29392872.126888353
8732.0,-6074398.560410423,-3002004.0818831506,3396.971441048947,-6870.778638060123,6775717.406914143,-29392872.12689181
8733.0,-6070997.701279157,-3008872.9392014644,3404.7446470400264,-6866.9316013489615,6775716.157956712,-29392872.126895275
8734.0,-6067589.071116343,-3015737.945085848,3412.5134991734876,-6863.075772658382,6775714.90614541,-29392872.126898743
8735.0,-6064172.67428081,-3022599.090746781,3420.2779875099795,-6859.211156909331,6775713.651481838,-29392872.126902226
8736.0,-6060748.515141323,-3029456.367399667,3428.038102115699,-6855.3377590339815,6775712.3939676,-29392872.126905717
8737.0,-6057316.598076579,-3036309.766264849,3435.793833062402,-6851.455583975724,6775711.133604305,-29392872.126909196
8738.0,-6053876.927475199,-3043159.278567618,3443.5451704274174,-6847.564636689163,6775709.870393562,-29392872.12691271
8739.0,-6050429.507735725,-3050004.895538227,3451.292104293659,-6843.66492214011,6775708.604336989,-29392872.126916222
8740.0,-6046974.343266612,-3056846.6084118984,3459.0346247496386,-6839.7564453055775,6775707.335436205,-29392872.126919728
8741.0,-6043511.438486225,-3063684.408428838,3466.772721889478,-6835.839211173769,6775706.063692831,-29392872.12692326
8742.0,-6040040.797822832,-3070518.286834246,3474.5063858129215,-6831.913224744079,6775704.789108494,-29392872.1269268
8743.0,-6036562.425714599,-3077348.2348783263,3482.2356066253506,-6827.978491027082,6775703.511684825,-29392872.12693034
8744.0,-6033076.326609582,-3084174.2438163,3489.9603744377937,-6824.0350150445265,6775702.231423456,-29392872.12693389
8745.0,-6029582.5049657235,-3090996.3049084153,3497.6806793669402,-6820.082801829333,6775700.948326026,-29392872.12693744
8746.0,-6026080.965250848,-3097814.409419959,3505.3965115351534,-6816.121856425582,6775699.662394174,-29392872.126941003
8747.0,-6022571.711942653,-3104628.5486212666,3513.107861070482,-6812.152183888511,6775698.373629545,-29392872.126944575
8748.0,-6019054.749528706,-3111438.713787736,3520.814718106674,-6808.173789284508,6775697.082033786,-29392872.126948163
8749.0,-6015530.082506439,-3118244.896199836,3528.5170727831874,-6804.186677691101,6775695.78760855,-29392872.12695176
8750.0,-6011997.715383139,-3125047.0871431185,3536.214915245205,-6800.19085419696,6775694.490355493,-29392872.126955364
8751.0,-6008457.652675949,-3131845.2779082297,3543.9082356436447,-6796.186323901881,6775693.190276273,-29392872.126958966
