t_s,x_m,y_m,vx_mps,vy_mps,r_m,E_spec
2339.0,-5966770.723227441,3210523.0019234126,-3632.945934813894,-6749.029815201886,6775677.885602551,-29392872.127002116
2340.0,-5970399.850288361,3203771.9172978206,-3625.305866554543,-6753.135113918719,6775679.218380209,-29392872.126998425
2341.0,-5974021.33496055,3197016.731695575,-3617.6611622405567,-6757.231765891933,6775680.548351236,-29392872.12699473
2342.0,-5977635.172612842,3190257.453766037,-3610.011831653461,-6761.319765892903,6775681.875513926,-29392872.126991063
2343.0,-5981241.358623857,3183494.0921637896,-3602.3578845806637,-6765.399108704059,6775683.199866587,-29392872.126987386
2344.0,-5984839.888382003,3176726.655548629,-3594.6993308154424,-6769.469789118891,6775684.521407522,-29392872.12698373
2345.0,-5988430.757285487,3169955.1525855516,-3587.036180156931,-6773.531801941959,6775685.840135043,-29392872.126980074
2346.0,-5992013.960742317,3163179.591944745,-3579.368442410107,-6777.585141988899,6775687.1560474625,-29392872.126976423
2347.0,-5995589.494170307,3156399.9823015737,-3571.69612738578,-6781.629804086424,6775688.469143097,-29392872.126972787
2348.0,-5999157.352997088,3149616.332336572,-3564.019244900579,-6785.665783072338,6775689.77942027,-29392872.126969147
2349.0,-6002717.532660108,3142828.650735429,-3556.337804776939,-6789.693073795537,6775691.086877303,-29392872.126965526
2350.0,-6006270.028606641,3136036.9461889807,-3548.651816843089,-6793.711671116021,6775692.391512526,-29392872.126961913
2351.0,-6009814.836293793,3129241.227393197,-3540.9612909330403,-6797.721569904893,6775693.693324269,-29392872.126958307
2352.0,-6013351.951188507,3122441.5030491706,-3533.266236886573,-6801.722765044374,6775694.992310869,-29392872.12695471
2353.0,-6016881.368767566,3115637.781863108,-3525.5666645492233,-6805.715251427801,6775696.288470663,-29392872.12695111
2354.0,-6020403.084517606,3108830.072546315,-3517.862583772272,-6809.699023959642,6775697.581801997,-29392872.126947522
2355.0,-6023917.093935112,3102018.3838151884,-3510.154004412731,-6813.674077555493,6775698.872303213,-29392872.126943935
2356.0,-6027423.392526431,3095202.724391204,-3502.440936333331,-6817.640407142092,6775700.159972662,-29392872.12694037
2357.0,-6030921.975807778,3088383.103000904,-3494.7233894025094,-6821.598007657324,6775701.444808698,-29392872.12693681
2358.0,-6034412.839305236,3081559.528375889,-3487.001373494397,-6825.546874050226,6775702.726809679,-29392872.126933254
2359.0,-6037895.978554767,3074732.009252804,-3479.2748984888053,-6829.48700128099,6775704.005973963,-29392872.126929708
2360.0,-6041371.389102214,3067900.5543733276,-3471.5439742712156,-6833.418384320977,6775705.282299916,-29392872.126926165
2361.0,-6044839.06650331,3061065.1724841623,-3463.808610732764,-6837.341018152717,6775706.555785906,-29392872.126922637
2362.0,-6048299.006323679,3054225.872337022,-3456.0688177702305,-6841.254897769919,6775707.826430302,-29392872.12691912
2363.0,-6051751.20413885,3047382.662688622,-3448.324605286026,-6845.160018177475,6775709.094231482,-29392872.12691561
2364.0,-6055195.655534252,3040535.5523006665,-3440.575983188179,-6849.056374391467,6775710.359187825,-29392872.1269121
2365.0,-6058632.356105226,3033684.5499398387,-3432.822961390325,-6852.943961439175,6775711.621297711,-29392872.1269086
2366.0,-6062061.301457032,3026829.664377788,-3425.0655498116903,-6856.82277435908,6775712.880559526,-29392872.126905113
2367.0,-6065482.487204849,3019970.9043911207,-3417.3037583770824,-6860.692808200872,6775714.136971663,-29392872.12690163
2368.0,-6068895.908973786,3013108.2787613864,-3409.537597016877,-6864.554058025457,6775715.390532513,-29392872.12689816
2369.0,-6072301.562398883,3006241.7962750695,-3401.7670756670045,-6868.406518904964,6775716.641240473,-29392872.12689469
2370.0,-6075699.443125119,2999371.4657235765,-3393.9922042689373,-6872.250185922748,6775717.889093943,-29392872.126891233
2371.0,-6079089.54680742,2992497.295903224,-3386.2129927696774,-6876.085054173396,6775719.13409133,-29392872.126887783
2372.0,-6082471.869110659,2985619.2956152293,-3378.429451121744,-6879.9111187627395,6775720.376231038,-29392872.12688434
2373.0,-6085846.405709664,2978737.4736656984,-3370.641589283161,-6883.728374807853,6775721.6155114835,-29392872.1268809
2374.0,-6089213.152289226,2971851.838865614,-3362.8494172174437,-6887.536817437063,6775722.851931077,-29392872.12687747
2375.0,-6092572.1045440985,2964962.400030825,-3355.052944893586,-6891.3364417899575,6775724.08548824,-29392872.12687406
2376.0,-6095923.258179013,2958069.1659820345,-3347.252182286048,-6895.127243017387,6775725.316181396,-29392872.12687064
2377.0,-6099266.608908671,2951172.14554479,-3339.4471393747444,-6898.909216281473,6775726.544008968,-29392872.126867235
2378.0,-6102602.1524577625,2944271.3475494715,-3331.6378261450295,-6902.682356755616,6775727.76896939,-29392872.12686383
2379.0,-6105929.884560961,2937366.780831279,-3323.8242525876867,-6906.446659624496,6775728.9910610905,-29392872.126860447
2380.0,-6109249.800962938,2930458.4542302224,-3316.006428698914,-6910.202120084084,6775730.210282511,-29392872.126857065
2381.0,-6112561.897418359,2923546.3765911106,-3308.1843644803125,-6913.948733341646,6775731.4266320905,-29392872.126853693
2382.0,-6115866.169691898,2916630.556763539,-3300.358069938873,-6917.68649461575,6775732.640108273,-29392872.126850337
2383.0,-6119162.6135582365,2909711.003601879,-3292.5275550869637,-6921.41539913627,6775733.85070951,-29392872.126846977
2384.0,-6122451.224802071,2902787.725965266,-3284.6928299423175,-6925.135442144393,6775735.05843425,-29392872.12684363
2385.0,-6125731.99921812,2895860.73271759,-3276.8539045280186,-6928.846618892626,6775736.26328095,-29392872.126840305
2386.0,-6129004.932611126,2888930.032727481,-3269.01078887249,-6932.548924644801,6775737.465248069,-29392872.126836967
2387.0,-6132270.020795865,2881995.6348683,-3261.1634930094815,-6936.242354676082,6775738.664334071,-29392872.126833644
2388.0,-6135527.259597145,2875057.5480181286,-3253.3120269780557,-6939.9269042729675,6775739.860537421,-29392872.126830332
2389.0,-6138776.644849821,2868115.7810597545,-3245.4564008225757,-6943.602568733302,6775741.053856592,-29392872.12682702
2390.0,-6142018.172398791,2861170.342880662,-3237.596624592693,-6947.269343366278,6775742.244290055,-29392872.126823716
2391.0,-6145251.838099006,2854221.242373022,-3229.7327083433333,-6950.927223492442,6775743.431836288,-29392872.12682043
2392.0,-6148477.637815476,2847268.4884336772,-3221.864662134685,-6954.5762044437015,6775744.6164937755,-29392872.12681714
2393.0,-6151695.567423275,2840312.089964134,-3213.992496032187,-6958.216281563332,6775745.798261,-29392872.12681387
2394.0,-6154905.622807541,2833352.05587055,-3206.116220106512,-6961.847450205981,6775746.977136452,-29392872.1268106
2395.0,-6158107.7998634875,2826388.395063722,-3198.2358444335596,-6965.469705737673,6775748.153118622,-29392872.126807336
2396.0,-6161302.094496408,2819421.116459075,-3190.3513790944376,-6969.083043535819,6775749.326206007,-29392872.1268041
2397.0,-6164488.502621677,2812450.2289766506,-3182.4628341754537,-6972.6874589892195,6775750.496397108,-29392872.12680085
2398.0,-6167667.020164759,2805475.7415410965,-3174.5702197681007,-6976.28294749807,6775751.663690428,-29392872.12679761
2399.0,-6170837.643061213,2798497.6630816543,-3166.673545969043,-6979.869504473967,6775752.828084474,-29392872.126794383
2400.0,-6174000.367256697,2791516.0025321483,-3158.772822880105,-6983.447125339917,6775753.989577757,-29392872.126791164
2401.0,-6177155.188706974,2784530.768830974,-3150.868060608258,-6987.015805530338,6775755.148168793,-29392872.12678795
2402.0,-6180302.103377914,2777541.9709210875,-3142.9592692656065,-6990.575540491068,6775756.3038561,-29392872.12678473
2403.0,-6183441.107245505,2770549.6177499923,-3135.0464589693765,-6994.126325679368,6775757.456638198,-29392872.12678154
2404.0,-6186572.196295853,2763553.718269729,-3127.1296398419017,-6997.668156563932,6775758.606513616,-29392872.126778357
2405.0,-6189695.366525188,2756554.2814368648,-3119.2088220106116,-7001.201028624888,6775759.753480881,-29392872.126775175
2406.0,-6192810.613939874,2749551.3162124795,-3111.284015608017,-7004.724937353806,6775760.89753853,-29392872.126772
2407.0,-6195917.934556405,2742544.8315621573,-3103.355230771699,-7008.239878253707,6775762.038685096,-29392872.126768824
2408.0,-6199017.324401418,2735534.8364559724,-3095.422477644295,-7011.74584683906,6775763.176919122,-29392872.126765676
2409.0,-6202108.779511693,2728521.3398684794,-3087.485766373486,-7015.242838635796,6775764.312239151,-29392872.12676253
2410.0,-6205192.295934164,2721504.3507787012,-3079.545107111983,-7018.730849181311,6775765.444643734,-29392872.12675939
2411.0,-6208267.8697259175,2714483.8781701173,-3071.600510017515,-7022.209874024469,6775766.574131421,-29392872.12675626
2412.0,-6211335.4969542,2707459.9310306525,-3063.6519852528163,-7025.679908725612,6775767.700700768,-29392872.126753137
2413.0,-6214395.173696424,2700432.5183526664,-3055.699542985613,-7029.140948856562,6775768.824350336,-29392872.126750007
2414.0,-6217446.896040171,2693401.6491329395,-3047.7431933886096,-7032.592990000629,6775769.945078685,-29392872.126746904
2415.0,-6220490.660083202,2686367.332372665,-3039.7829466394774,-7036.036027752613,6775771.062884384,-29392872.1267438
2416.0,-6223526.461933452,2679329.577077434,-3031.8188129208397,-7039.470057718816,6775772.177766003,-29392872.126740716
2417.0,-6226554.297709044,2672288.3922572266,-3023.8508024202606,-7042.895075517041,6775773.289722117,-29392872.126737628
2418.0,-6229574.163538293,2665243.7869263995,-3015.878925330231,-7046.3110767766,6775774.398751304,-29392872.126734555
2419.0,-6232586.055559705,2658195.7701036735,-3007.903191848156,-7049.718057138321,6775775.504852145,-29392872.12673148
2420.0,-6235589.969921988,2651144.3508121227,-2999.923612176342,-7053.116012254551,6775776.608023226,-29392872.126728427
2421.0,-6238585.902784057,2644089.538079164,-2991.940196521983,-7056.504937789163,6775777.708263137,-29392872.126725376
2422.0,-6241573.850315032,2637031.3409365444,-2983.952955097149,-7059.884829417561,6775778.80557047,-29392872.12672235
2423.0,-6244553.80869425,2629969.7684203293,-2975.961898118771,-7063.255682826688,6775779.899943824,-29392872.12671932
2424.0,-6247525.774111269,2622904.8295708913,-2967.96703580863,-7066.6174937150245,6775780.991381799,-29392872.126716286
2425.0,-6250489.742765868,2615836.533432899,-2959.9683783933438,-7069.970257792601,6775782.079882999,-29392872.126713254
2426.0,-6253445.710868056,2608764.8890553056,-2951.965936104352,-7073.3139707810005,6775783.16544603,-29392872.12671025
2427.0,-6256393.674638077,2601689.9054913367,-2943.9597191779044,-7076.648628413364,6775784.248069507,-29392872.12670724
2428.0,-6259333.6303064125,2594611.5917984787,-2935.949737855049,-7079.974226434397,6775785.327752045,-29392872.12670424
2429.0,-6262265.574113787,2587529.957038468,-2927.936002381617,-7083.290760600372,6775786.404492263,-29392872.126701258
2430.0,-6265189.502311176,2580445.0102772783,-2919.9185230082107,-7086.598226679137,6775787.478288783,-29392872.126698285
2431.0,-6268105.411159803,2573356.76058511,-2911.8973099901905,-7089.896620450121,6775788.549140233,-29392872.126695316
2432.0,-6271013.296931156,2566265.2170363786,-2903.872373587662,-7093.185937704336,6775789.617045244,-29392872.126692355
2433.0,-6273913.155906979,2559170.3887097016,-2895.843724065462,-7096.466174244383,6775790.68200245,-29392872.1266894
2434.0,-6276804.984379287,2552072.2846878897,-2887.8113716931466,-7099.737325884463,6775791.74401049,-29392872.126686458
2435.0,-6279688.778650366,2544970.914057933,-2879.7753267449775,-7102.999388450373,6775792.803068006,-29392872.126683515
2436.0,-6282564.535032777,2537866.285910989,-2871.735599499909,-7106.252357779519,6775793.859173643,-29392872.12668059
2437.0,-6285432.249849366,2530758.4093423737,-2863.692200241575,-7109.496229720919,6775794.912326051,-29392872.12667767
2438.0,-6288291.919433261,2523647.293451547,-2855.645139258276,-7112.731000135203,6775795.962523884,-29392872.12667475
2439.0,-6291143.540127883,2516532.9473421033,-2847.5944268429653,-7115.956664894628,6775797.009765797,-29392872.12667185
2440.0,-6293987.108286947,2509415.3801217577,-2839.5400732932376,-7119.173219883076,6775798.054050454,-29392872.126668952
2441.0,-6296822.620274469,2502294.600902337,-2831.482088911314,-7122.38066099606,6775799.095376517,-29392872.126666065
2442.0,-6299650.07246477,2495170.618799766,-2823.4204840040297,-7125.578984140732,6775800.133742656,-29392872.12666318
2443.0,-6302469.461242477,2488043.442934056,-2815.3552688828213,-7128.7681852358855,6775801.169147542,-29392872.126660313
2444.0,-6305280.783002535,2480913.082429294,-2807.2864538637127,-7131.9482602119615,6775802.201589852,-29392872.126657452
2445.0,-6308084.034150205,2473779.5464136316,-2799.214049267303,-7135.119205011055,6775803.231068267,-29392872.12665459
2446.0,-6310879.21110107,2466642.844019272,-2791.1380654187524,-7138.281015586917,6775804.257581468,-29392872.126651756
2447.0,-6313666.310281043,2459502.9843824576,-2783.05851264777,-7141.433687904964,6775805.281128144,-29392872.126648925
2448.0,-6316445.328126366,2452359.9766434617,-2774.9754012886,-7144.577217942279,6775806.301706987,-29392872.126646083
2449.0,-6319216.261083621,2445213.8299465734,-2766.888741680009,-7147.711601687618,6775807.319316692,-29392872.12664326
2450.0,-6321979.105609727,2438064.5534400865,-2758.7985441652722,-7150.836835141415,6775808.333955955,-29392872.126640446
2451.0,-6324733.858171952,2430912.1562762903,-2750.704819092161,-7153.952914315788,6775809.345623481,-29392872.126637634
2452.0,-6327480.515247912,2423756.647611455,-2742.6075768129294,-7157.059835234543,6775810.354317976,-29392872.126634836
2453.0,-6330219.073325578,2416598.0366058215,-2734.506827684301,-7160.15759393318,6775811.36003815,-29392872.12663205
2454.0,-6332949.52890328,2409436.3324235887,-2726.4025820674547,-7163.246186458895,6775812.362782718,-29392872.12662926
2455.0,-6335671.878489712,2402271.5442329035,-2718.294850328014,-7166.325608870589,6775813.362550396,-29392872.126626495
2456.0,-6338386.118603935,2395103.6812058478,-2710.183642836032,-7169.395857238872,6775814.359339907,-29392872.126623727
2457.0,-6341092.245775384,2387932.752518426,-2702.0689699659783,-7172.456927646065,6775815.353149976,-29392872.12662097
2458.0,-6343790.256543867,2380758.767350556,-2693.950842096726,-7175.508816186209,6775816.343979333,-29392872.126618233
2459.0,-6346480.147459577,2373581.734886054,-2685.829269611538,-7178.551518965066,6775817.331826709,-29392872.126615494
2460.0,-6349161.91508309,2366401.664312626,-2677.704262898056,-7181.585032100128,6775818.316690844,-29392872.126612768
2461.0,-6351835.555985373,2359218.5648218533,-2669.5758323482846,-7184.609351720619,6775819.2985704765,-29392872.126610048
2462.0,-6354501.066747787,2352032.445609184,-2661.4439883585787,-7187.624473967501,6775820.277464352,-29392872.12660733
2463.0,-6357158.443962091,2344843.315873918,-2653.308741329631,-7190.630394993478,6775821.253371218,-29392872.12660462
2464.0,-6359807.684230446,2337651.1848191973,-2645.1701016664592,-7193.6271109630015,6775822.226289826,-29392872.12660194
2465.0,-6362448.784165423,2330456.061651992,-2637.028079778391,-7196.614618052276,6775823.196218935,-29392872.126599245
2466.0,-6365081.740390003,2323257.9555830928,-2628.882686079053,-7199.59291244926,6775824.163157303,-29392872.126596555
2467.0,-6367706.549537581,2316056.875827094,-2620.7339309863555,-7202.561990353679,6775825.127103693,-29392872.12659388
2468.0,-6370323.2082519755,2308852.8316023857,-2612.58182492248,-7205.521847977021,6775826.088056872,-29392872.12659123
2469.0,-6372931.713187426,2301645.8321311404,-2604.426378313866,-7208.472481542548,6775827.046015614,-29392872.126588564
2470.0,-6375532.061008603,2294435.8866393007,-2596.2676015911984,-7211.413887285296,6775828.000978691,-29392872.12658592
2471.0,-6378124.248390609,2287223.0043565696,-2588.105505189393,-7214.346061452084,6775828.952944884,-29392872.126583274
2472.0,-6380708.272018983,2280007.194516396,-2579.9400995475844,-7217.269000301514,6775829.901912975,-29392872.126580644
2473.0,-6383284.128589705,2272788.466355966,-2571.771395109112,-7220.182700103981,6775830.847881751,-29392872.126578026
2474.0,-6385851.8148092,2265566.829116188,-2563.5994023215057,-7223.087157141675,6775831.790850001,-29392872.126575414
2475.0,-6388411.327394347,2258342.2920416826,-2555.4241316364755,-7225.982367708583,6775832.730816522,-29392872.126572806
2476.0,-6390962.663072473,2251114.8643807704,-2547.2455935098956,-7228.8683281104995,6775833.66778011,-29392872.126570202
2477.0,-6393505.818581367,2243884.5553854615,-2539.063798401792,-7231.745034665027,6775834.601739568,-29392872.12656761
2478.0,-6396040.790669276,2236651.3743114406,-2530.8787567763293,-7234.6124837015805,6775835.532693701,-29392872.12656503
2479.0,-6398567.576094919,2229415.330418058,-2522.690479101797,-7237.470671561395,6775836.460641318,-29392872.126562465
2480.0,-6401086.17162748,2222176.4329683175,-2514.4989758505967,-7240.319594597528,6775837.3855812345,-29392872.126559902
2481.0,-6403596.57404662,2214934.691228863,-2506.3042574992282,-7243.159249174863,6775838.307512267,-29392872.12655735
2482.0,-6406098.780142479,2207690.114469968,-2498.1063345282773,-7245.98963167012,6775839.226433237,-29392872.12655479
2483.0,-6408592.786715677,2200442.7119655227,-2489.9052174224007,-7248.81073847185,6775840.14234297,-29392872.126552247
2484.0,-6411078.590577323,2193192.492993024,-2481.700916670314,-7251.622565980449,6775841.055240291,-29392872.12654972
2485.0,-6413556.188549017,2185939.4668335617,-2473.4934427647786,-7254.425110608157,6775841.965124038,-29392872.126547206
2486.0,-6416025.577462852,2178683.6427718075,-2465.2828062025865,-7257.218368779067,6775842.871993044,-29392872.12654469
2487.0,-6418486.754161422,2171425.030096004,-2457.069017484549,-7260.002336929122,6775843.7758461535,-29392872.126542177
2488.0,-6420939.715497822,2164163.63809795,-2448.8520871154824,-7262.777011506129,6775844.676682207,-29392872.126539677
2489.0,-6423384.458335654,2156899.4760729917,-2440.632025604195,-7265.542388969758,6775845.574500054,-29392872.12653718
2490.0,-6425820.979549031,2149632.5533200107,-2432.408843463473,-7268.298465791543,6775846.469298546,-29392872.126534704
2491.0,-6428249.27602258,2142362.879141409,-2424.1825512100686,-7271.045238454896,6775847.361076539,-29392872.126532238
2492.0,-6430669.34465145,2135090.462843101,-2415.9531593646843,-7273.782703455105,6775848.249832894,-29392872.126529764
2493.0,-6433081.18234131,2127815.313734499,-2407.7206784519617,-7276.510857299336,6775849.135566473,-29392872.126527306
2494.0,-6435484.786008355,2120537.441128502,-2399.4851190004674,-7279.229696506644,6775850.018276144,-29392872.126524866
2495.0,-6437880.152579311,2113256.8543414855,-2391.2464915426795,-7281.939217607975,6775850.897960778,-29392872.12652242
2496.0,-6440267.27899144,2105973.562693286,-2383.0048066149734,-7284.639417146166,6775851.774619252,-29392872.12651999
2497.0,-6442646.162192542,2098687.575507193,-2374.7600747576107,-7287.330291675958,6775852.648250443,-29392872.126517575
2498.0,-6445016.799140957,2091398.902109934,-2366.5123065147227,-7290.011837763991,6775853.518853237,-29392872.12651514
2499.0,-6447379.186805572,2084107.551831665,-2358.2615124342997,-7292.684051988816,6775854.386426516,-29392872.12651274
2500.0,-6449733.322165825,2076813.5340059565,-2350.0077030681764,-7295.346930940893,6775855.250969174,-29392872.12651034
2501.0,-6452079.202211708,2069516.8579697832,-2341.750888972018,-7298.0004712226,6775856.112480104,-29392872.12650796
2502.0,-6454416.823943769,2062217.5330635114,-2333.491080705308,-7300.6446694482365,6775856.970958207,-29392872.12650558
2503.0,-6456746.184373118,2054915.5686308867,-2325.2282888313334,-7303.2795222440245,6775857.826402383,-29392872.126503207
2504.0,-6459067.280521431,2047610.9740190231,-2316.9625239171733,-7305.905026248117,6775858.678811539,-29392872.126500852
2505.0,-6461380.109420951,2040303.7585783903,-2308.6937965336824,-7308.521178110599,6775859.528184584,-29392872.1264985
2506.0,-6463684.668114498,2032993.931662802,-2300.4221172554803,-7311.127974493495,6775860.374520434,-29392872.126496162
2507.0,-6465980.953655463,2025681.5026294035,-2292.147496660937,-7313.7254120707685,6775861.217818007,-29392872.126493823
2508.0,-6468268.96310782,2018366.4808386606,-2283.86994533216,-7316.313487528331,6775862.058076222,-29392872.12649149
2509.0,-6470548.6935461275,2011048.875654347,-2275.589473854979,-7318.892197564044,6775862.895294009,-29392872.126489162
2510.0,-6472820.14205553,2003728.6964435326,-2267.306092818935,-7321.461538887723,6775863.729470293,-29392872.126486856
2511.0,-6475083.305731766,1996405.9525765714,-2259.0198128172656,-7324.021508221141,6775864.56060401,-29392872.126484547
2512.0,-6477338.1816811655,1989080.6534270903,-2250.7306444468904,-7326.572102298034,6775865.388694096,-29392872.126482256
2513.0,-6479584.7670206595,1981752.8083719756,-2242.4385983084003,-7329.113317864107,6775866.213739494,-29392872.126479957
2514.0,-6481823.058877782,1974422.4267913622,-2234.143685006041,-7331.645151677031,6775867.035739147,-29392872.12647768
2515.0,-6484053.054390671,1967089.5180686216,-2225.845915147702,-7334.167600506457,6775867.854692005,-29392872.12647542
2516.0,-6486274.750708077,1959754.0915903493,-2217.5452993449007,-7336.680661134012,6775868.6705970215,-29392872.126473147
2517.0,-6488488.144989361,1952416.1567463537,-2209.2418482127723,-7339.184330353305,6775869.483453152,-29392872.1264709
2518.0,-6490693.234404502,1945075.722929643,-2200.9355723700523,-7341.678604969936,6775870.293259358,-29392872.12646865
2519.0,-6492890.016134101,1937732.799536414,-2192.626482439066,-7344.163481801492,6775871.100014604,-29392872.126466416
2520.0,-6495078.487369381,1930387.39596604,-2184.314589045713,-7346.638957677557,6775871.903717858,-29392872.126464196
2521.0,-6497258.645312193,1923039.5216210587,-2175.999902819456,-7349.105029439715,6775872.704368093,-29392872.12646197
2522.0,-6499430.487175019,1915689.1859071604,-2167.682434393305,-7351.5616939415495,6775873.501964285,-29392872.12645976
2523.0,-6501594.010180979,1908336.3982331757,-2159.3621944038046,-7354.008948048655,6775874.296505416,-29392872.126457546
2524.0,-6503749.2115638275,1900981.1680110632,-2151.0391934910213,-7356.446788638634,6775875.0879904665,-29392872.12645535
2525.0,-6505896.088567962,1893623.5046558985,-2142.7134422985287,-7358.875212601106,6775875.876418428,-29392872.12645316
2526.0,-6508034.638448425,1886263.4175858612,-2134.3849514733943,-7361.294216837708,6775876.661788289,-29392872.126450982
2527.0,-6510164.858470908,1878900.916222223,-2126.0537316661666,-7363.7037982621,6775877.444099048,-29392872.126448814
2528.0,-6512286.7459117565,1871536.0099893368,-2117.7197935308614,-7366.103953799968,6775878.223349704,-29392872.126446657
2529.0,-6514400.29805797,1864168.7083146232,-2109.383147724947,-7368.49468038903,6775878.999539262,-29392872.126444496
2530.0,-6516505.512207206,1856799.020628559,-2101.0438049093327,-7370.875974979036,6775879.772666725,-29392872.12644237
2531.0,-6518602.385667788,1849426.9563646652,-2092.7017757483536,-7373.247834531778,6775880.54273111,-29392872.126440227
2532.0,-6520690.915758703,1842052.5249594953,-2084.357070909758,-7375.610256021085,6775881.30973143,-29392872.126438104
2533.0,-6522771.0998096075,1834675.735852623,-2076.0097010646928,-7377.963236432835,6775882.073666704,-29392872.126435995
2534.0,-6524842.9351608325,1827296.5984866295,-2067.659676887691,-7380.306772764956,6775882.834535956,-29392872.126433883
2535.0,-6526906.419163384,1819915.1223070929,-2059.3070090566584,-7382.640862027427,6775883.592338214,-29392872.126431774
2536.0,-6528961.549178946,1812531.3167625747,-2050.9517082528587,-7384.965501242285,6775884.347072506,-29392872.12642969
2537.0,-6531008.322579889,1805145.1913046082,-2042.5937851609,-7387.28068744363,6775885.09873787,-29392872.126427602
2538.0,-6533046.736749267,1797756.7553876874,-2034.2332504687229,-7389.586417677623,6775885.847333345,-29392872.126425523
2539.0,-6535076.789080827,1790366.018469253,-2025.870114867585,-7391.882689002497,6775886.592857972,-29392872.126423452
2540.0,-6537098.476979003,1782972.9900096825,-2017.5043890520487,-7394.1694984885535,6775887.335310798,-29392872.126421392
2541.0,-6539111.797858931,1775577.679472276,-2009.1360837199666,-7396.446843218172,6775888.074690876,-29392872.12641934
2542.0,-6541116.749146444,1768180.0963232461,-2000.7652095724684,-7398.714720285811,6775888.810997258,-29392872.126417294
2543.0,-6543113.328278077,1760780.2500317045,-1992.3917773139476,-7400.973126798013,6775889.544229003,-29392872.126415264
2544.0,-6545101.532701072,1753378.1500696503,-1984.015797652047,-7403.222059873405,6775890.274385175,-29392872.126413234
2545.0,-6547081.359873381,1745973.8059119578,-1975.6372812976458,-7405.461516642706,6775891.001464838,-29392872.126411222
2546.0,-6549052.807263668,1738567.2270363648,-1967.256238964846,-7407.691494248727,6775891.725467065,-29392872.12640921
2547.0,-6551015.87235131,1731158.4229234601,-1958.8726813709582,-7409.9119898463805,6775892.446390929,-29392872.12640721
2548.0,-6552970.552626409,1723747.403056672,-1950.4866192364884,-7412.123000602676,6775893.164235508,-29392872.126405224
2549.0,-6554916.845589783,1716334.176922255,-1942.0980632851247,-7414.32452369673,6775893.878999885,-29392872.126403246
2550.0,-6556854.74875298,1708918.7540092787,-1933.7070242437228,-7416.516556319765,6775894.590683146,-29392872.126401275
2551.0,-6558784.259638271,1701501.1438096156,-1925.3135128422932,-7418.69909567512,6775895.299284382,-29392872.126399294
2552.0,-6560705.375778664,1694081.3558179287,-1916.917539813987,-7420.872138978243,6775896.004802684,-29392872.126397345
2553.0,-6562618.094717898,1686659.3995316592,-1908.5191158950827,-7423.0356834567065,6775896.707237152,-29392872.126395397
2554.0,-6564522.414010454,1679235.284451015,-1900.1182518249718,-7425.189726350201,6775897.406586888,-29392872.126393463
2555.0,-6566418.331221549,1671809.0200789587,-1891.7149583461462,-7427.334264910547,6775898.102850999,-29392872.12639153
2556.0,-6568305.843927147,1664380.615921194,-1883.3092462041839,-7429.4692964016895,6775898.796028592,-29392872.126389608
2557.0,-6570184.9497139575,1656950.0814861553,-1874.9011261477353,-7431.594818099709,6775899.486118782,-29392872.126387693
2558.0,-6572055.646179442,1649517.4262849947,-1866.49060892851,-7433.7108272928235,6775900.173120688,-29392872.126385793
2559.0,-6573917.930931815,1642082.6598315698,-1858.0777053012623,-7435.817321281387,6775900.857033429,-29392872.126383893
2560.0,-6575771.801590045,1634645.7916424319,-1849.6624260237786,-7437.914297377899,6775901.537856133,-29392872.12638201
2561.0,-6577617.255783862,1627206.831236814,-1841.244781856863,-7440.001752907005,6775902.215587927,-29392872.126380134
2562.0,-6579454.291153759,1619765.788136618,-1832.8247835643238,-7442.079685205498,6775902.890227947,-29392872.12637826
2563.0,-6581282.9053509915,1612322.671866403,-1824.4024419129594,-7444.148091622328,6775903.5617753295,-29392872.126376394
2564.0,-6583103.096037585,1604877.4919533732,-1815.9777676725457,-7446.206969518598,6775904.230229217,-29392872.126374535
2565.0,-6584914.860886336,1597430.2579273656,-1807.5507716158218,-7448.256316267572,6775904.895588752,-29392872.126372688
2566.0,-6586718.197580816,1589980.9793208379,-1799.1214645184755,-7450.296129254677,6775905.557853085,-29392872.126370866
2567.0,-6588513.103815373,1582529.6656688561,-1790.689857159131,-7452.326405877507,6775906.217021371,-29392872.12636903
2568.0,-6590299.577295134,1575076.326509083,-1782.2559603193342,-7454.347143545823,6775906.873092764,-29392872.126367226
2569.0,-6592077.6157360105,1567620.9713817646,-1773.81978478354,-7456.358339681562,6775907.526066429,-29392872.12636542
2570.0,-6593847.2168647,1560163.6098297199,-1765.3813413390972,-7458.359991718836,6775908.17594153,-29392872.12636361
2571.0,-6595608.378418689,1552704.251398327,-1756.940640776236,-7460.352097103935,6775908.822717234,-29392872.126361825
2572.0,-6597361.098146253,1545242.9056355122,-1748.4976938880536,-7462.334653295335,6775909.466392716,-29392872.12636003
2573.0,-6599105.373806465,1537779.5820917366,-1740.0525114705008,-7464.307657763693,6775910.106967152,-29392872.126358256
2574.0,-6600841.203169194,1530314.290319985,-1731.6051043223683,-7466.271107991858,6775910.744439724,-29392872.126356494
2575.0,-6602568.58401511,1522847.039875753,-1723.1554832452728,-7468.2250014748715,6775911.378809616,-29392872.12635473
2576.0,-6604287.514135684,1515377.8403170353,-1714.7036590436433,-7470.169335719968,6775912.010076017,-29392872.12635299
2577.0,-6605997.991333196,1507906.7012043132,-1706.2496425247073,-7472.104108246583,6775912.638238121,-29392872.126351245
